line_num	word_num	left	top	conf	text
17	2	446	715	90.271477	5”
17	3	1115	713	94.343338	253
18	0	365	746	-1.0	
18	1	365	748	93.354538	“Middle
18	2	475	748	88.496216	Passage”
18	3	1116	746	71.93248	254
19	0	545	801	-1.0	
19	1	545	801	95.127731	Owen
19	2	626	801	96.01651	Dodson
20	0	366	833	-1.0	
20	1	366	836	96.862206	“Rag
20	2	437	834	96.042427	Doll
20	3	496	834	96.934883	and
20	4	548	834	95.886246	Summer
20	5	656	834	96.093071	birds”
20	6	1117	833	95.811668	259
21	0	365	862	-1.0	
21	1	365	862	96.471291	“Counterpoint”
21	2	1117	865	92.638107	260
22	0	548	920	-1.0	
22	1	548	921	73.287262	Margaret
22	2	672	920	96.782372	Walker
23	0	367	952	-1.0	
23	1	367	954	96.774986	“For
23	2	434	954	96.288193	My
23	3	486	954	96.299232	People”
23	4	1118	952	96.076157	261
24	0	548	1007	-1.0	
24	1	548	1010	96.501617	Ann
24	2	611	1007	96.84243	Petry
25	0	368	1039	-1.0	
25	1	368	1041	96.789322	“Like
25	2	444	1047	96.570503	a
25	3	468	1041	96.503693	Winding
25	4	578	1040	95.334396	Sheet”
25	5	1120	1039	89.668488	262
26	0	550	1094	-1.0	
26	1	550	1094	96.813751	Richard
26	2	658	1094	96.227562	Wright
27	0	369	1125	-1.0	
27	1	369	1128	96.554062	“Bright
27	2	470	1128	96.270149	and
27	3	526	1127	96.952225	Morning
27	4	636	1127	93.203735	Star”
27	5	712	1127	95.469452	from
27	6	780	1127	96.054352	Uncle
27	7	858	1127	66.200264	Tom's
27	8	939	1125	95.429794	Children
27	9	1121	1127	96.565331	270
28	0	370	1159	-1.0	
28	1	370	1161	93.297005	“The
28	2	442	1160	46.819492	Evhies
28	3	526	1160	97.009354	of
28	4	561	1160	96.688965	Living
28	5	647	1160	96.969933	Jim
28	6	701	1159	81.900208	Crow”
28	7	1121	1159	83.775383	207
29	0	188	1269	-1.0	
29	1	188	1275	61.725216	Vu
29	2	251	1275	67.968109	The
29	3	304	1274	96.81488	Fifties
29	4	384	1274	96.846436	and
29	5	437	1274	96.253075	Sixties
29	6	1119	1269	71.873482	303
30	0	371	1339	-1.0	
30	1	371	1339	96.661385	References
30	2	1121	1341	81.600273	308
31	0	550	1393	-1.0	
31	1	550	1394	95.675873	James
31	2	637	1393	94.978897	Baldwin
32	0	370	1425	-1.0	
32	1	370	1427	96.632309	“Many
32	2	463	1426	96.396729	Thousands
32	3	602	1427	88.994743	Gone”
32	4	686	1426	96.687019	from
32	5	752	1425	95.907066	Notes
32	6	830	1425	96.873291	of
32	7	863	1433	96.051048	a
32	8	886	1425	96.051048	Native
32	9	976	1425	96.901535	Son
32	10	1121	1425	96.728989	310
33	0	553	1479	-1.0	
33	1	553	1480	94.962029	Ralph
33	2	639	1479	96.448921	Ellison
34	0	371	1511	-1.0	
34	1	371	1515	92.879509	“A
34	2	416	1514	92.403053	Coupla
34	3	513	1512	72.815079	Scalped
34	4	618	1513	94.304749	Indians”
34	5	731	1512	96.027946	from
34	6	799	1512	96.523674	New
34	7	868	1511	93.7341	World
34	8	953	1511	96.736633	Writing
34	9	1123	1512	96.264015	321
35	0	552	1566	-1.0	
35	1	552	1567	93.543839	Gwendolyn
35	2	700	1566	95.71608	Brooks
36	0	372	1598	-1.0	
36	1	372	1601	94.327148	“A
36	2	420	1600	94.327148	Bronzeville
36	3	566	1599	93.266846	Mother
36	4	669	1599	93.161491	Loiters
36	5	764	1599	94.499969	in
36	6	802	1599	93.382332	Mississippi.
36	7	951	1598	96.856956	Meanwhile,
36	8	1098	1605	81.820999	a
37	0	401	1631	-1.0	
37	1	401	1632	95.586121	Mississippi
37	2	545	1632	96.32338	Mother
37	3	646	1632	84.303368	Burns
37	4	731	1632	93.592476	Bacon.”
37	5	836	1631	96.56366	from
37	6	906	1631	96.37487	The
37	7	964	1631	95.928123	Bean
37	8	1036	1631	94.382477	Eaters
37	9	1124	1631	95.80822	331
38	0	373	1664	-1.0	
38	1	373	1659	96.288193	“The
38	2	448	1659	96.360886	Second
38	3	543	1659	96.002853	Sermon
38	4	642	1659	96.821167	on
38	5	685	1659	93.300362	the
38	6	739	1659	91.533844	Warpland”
38	7	879	1659	96.140984	from
38	8	947	1664	77.280731	In
38	9	986	1659	96.106247	the
38	10	1043	1659	93.680649	Mecca
38	11	1125	1659	96.256935	335
