line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	29	25	-1.0	
0	0	29	96	-1.0	
1	0	29	96	-1.0	
1	1	29	105	3.800888	’
1	2	912	96	88.765488	Contents
1	3	1030	97	56.777534	xi
2	0	254	152	-1.0	
2	1	254	152	92.644753	“Black
2	2	349	152	91.281097	Magdalens”
2	3	1011	152	94.743843	158
3	0	255	184	-1.0	
3	1	255	186	95.923431	“A
3	2	299	184	96.672569	Song
3	3	368	185	96.880173	of
3	4	404	185	89.484001	Praise”
3	5	1011	184	95.244896	158
0	0	98	236	-1.0	
1	0	435	236	-1.0	
1	1	435	236	92.73864	Jean
1	2	503	236	92.73864	Toomer
2	0	257	267	-1.0	
2	1	257	269	62.813965	"“Avey"""
2	2	357	268	96.156372	from
2	3	425	267	96.590157	Cane
2	4	1012	267	95.726143	159
3	0	256	299	-1.0	
3	1	256	300	95.556755	“Georgia
3	2	373	300	94.437744	Dusk”
3	3	459	301	96.529503	from
3	4	527	299	95.546196	Cane
3	5	1012	300	95.380394	163
4	0	257	333	-1.0	
4	1	257	333	90.452568	“Song
4	2	338	334	96.989479	of
4	3	373	334	96.987541	the
4	4	419	333	71.895706	Son”
4	5	488	333	96.705574	from
4	6	555	333	96.53511	Cane
4	7	1013	334	93.398849	164
5	0	257	365	-1.0	
5	1	257	365	96.293037	“Storm
5	2	355	366	68.232178	Ending”
5	3	465	366	95.740883	from
5	4	533	366	96.743408	Cane
5	5	1013	366	90.798492	166
6	0	438	416	-1.0	
6	1	438	416	96.21627	Claude
6	2	536	416	88.158043	McKay
7	0	257	449	-1.0	
7	1	257	449	94.147682	“If
7	2	303	450	96.418892	We
7	3	354	450	96.800224	Must
7	4	426	449	96.605492	Die”
7	5	1013	449	93.004868	165
8	0	258	482	-1.0	
8	1	258	483	95.909668	“The
8	2	330	482	93.51683	Lynching”
8	3	1014	482	84.433281	16
9	0	259	511	-1.0	
9	1	259	511	64.203934	“America”
9	2	1015	515	94.930595	166
10	0	259	547	-1.0	
10	1	259	548	96.018341	“The
10	2	332	548	74.804031	City's
10	3	411	547	96.103584	Love”
10	4	1015	547	95.470352	166
11	0	260	580	-1.0	
11	1	260	581	95.578529	“The
11	2	332	580	91.878387	Harlem
11	3	432	580	95.898857	Dancer”
11	4	1015	580	95.411766	167
12	0	260	613	-1.0	
12	1	260	614	91.328468	“The
12	2	332	614	51.371765	Negro's
12	3	428	613	72.457756	Tragedy”
12	4	1015	613	94.78437	167
13	0	260	641	-1.0	
13	1	260	641	94.817558	“Jasmine”
13	2	1016	646	96.757729	167
14	0	260	678	-1.0	
14	1	260	679	95.956329	“Home
14	2	356	679	95.343849	Thoughts”
14	3	1016	678	96.445122	168
15	0	261	706	-1.0	
15	1	261	706	89.785469	“Tiger”
15	2	1016	711	96.173309	168
16	0	444	762	-1.0	
16	1	444	762	96.441498	Rudolph
16	2	559	762	96.467598	Fisher
17	0	262	794	-1.0	
17	1	262	795	90.079597	“The
17	2	333	795	36.524315	Ciry
17	3	397	795	96.824989	of
17	4	433	794	96.252853	Refuge”
17	5	1018	795	96.696327	169
18	0	443	845	-1.0	
18	1	443	845	96.368446	James
18	2	529	845	94.621254	Weldon
18	3	631	845	92.906662	Johnson
19	0	264	878	-1.0	
19	1	264	878	96.474129	From
19	2	342	878	96.474129	Preface
