line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	108	63	-1.0	
0	0	108	63	-1.0	
1	0	603	63	-1.0	
1	1	603	64	86.384346	Contents
1	2	710	63	83.676987	/
1	3	730	64	94.271011	ix
2	0	108	112	-1.0	
2	1	108	112	94.631493	CARL
2	2	165	112	94.631493	SANDBURG
2	3	278	113	66.295586	(1878-1967)
2	4	705	114	96.019638	1436
3	0	128	126	-1.0	
3	1	128	126	95.970718	Chicago
3	2	240	135	95.603874	1437
4	0	128	156	-1.0	
4	1	128	156	96.359871	Fog
4	2	202	158	96.575897	1438
5	0	128	174	-1.0	
5	1	128	174	95.052422	Cool
5	2	175	178	95.852699	Tombs
5	3	270	180	79.724808	1438
6	0	128	200	-1.0	
6	1	128	200	59.695099	Grass
6	2	219	201	95.872948	1439
7	0	108	246	-1.0	
7	1	108	246	96.499245	WALLACE
7	2	206	246	96.40242	STEVENS
7	3	299	247	72.043839	(1879-1955)
7	4	705	248	96.033859	1439
8	0	126	268	-1.0	
8	1	126	268	84.58049	The
8	2	165	268	95.312202	Snow
8	3	216	268	96.763359	Man
8	4	298	270	69.513458	1441
9	0	127	290	-1.0	
9	1	127	291	88.333221	A
9	2	146	290	88.333221	High-Toned
9	3	248	290	96.042313	Old
9	4	283	290	96.104736	Christian
9	5	364	290	96.104736	Woman
9	6	472	292	66.722244	1441
10	0	126	312	-1.0	
10	1	126	312	80.763725	‘The
10	2	165	312	96.171776	Emperor
10	3	241	312	96.171776	of
10	4	263	312	64.856148	Ice-Cream
10	5	394	313	49.621117	1442
11	0	128	334	-1.0	
11	1	128	334	90.171867	Disillusionment
11	2	263	334	96.924072	of
11	3	284	334	96.395378	Ten
11	4	320	334	82.064407	O'Clock
11	5	431	336	89.911041	1443
12	0	128	356	-1.0	
12	1	128	356	96.76033	Sunday
12	2	194	356	96.705444	Morning
12	3	310	358	94.763275	1443
13	0	127	378	-1.0	
13	1	127	378	0.0	Anecdote
13	2	209	378	96.636551	of
13	3	231	378	96.636551	the
13	4	260	378	96.931122	Jar
13	5	330	380	94.782173	1446
14	0	128	400	-1.0	
14	1	128	400	96.817657	Peter
14	2	175	400	96.367867	Quince
14	3	240	404	96.367867	at
14	4	261	400	96.820808	the
14	5	292	400	96.823875	Clavier
14	6	396	402	95.961716	1446
15	0	126	422	-1.0	
15	1	126	422	94.750473	Thirteen
15	2	203	422	96.468307	Ways
15	3	250	422	96.99321	of
15	4	273	422	96.366806	Looking
15	5	343	426	95.165565	at
15	6	364	428	93.427589	a
15	7	379	422	66.66745	Blackbird
15	8	502	424	61.389877	1448
16	0	126	444	-1.0	
16	1	126	444	90.541878	The
16	2	165	444	96.941071	Death
16	3	220	444	96.91626	of
16	4	241	450	92.894669	a
16	5	255	444	90.109245	Soldier
16	6	358	445	90.615242	1450
17	0	126	466	-1.0	
17	1	126	466	90.550217	The
17	2	165	466	77.739853	Idea
17	3	205	466	96.933922	of
17	4	226	466	94.151009	Order
17	5	280	470	94.151009	at
17	6	301	466	96.580254	Key
17	7	336	466	96.663376	West
17	8	421	467	94.548332	1451
18	0	127	488	-1.0	
18	1	127	489	95.206276	A
18	2	146	488	95.206276	Postcard
18	3	220	488	96.8508	from
18	4	264	488	96.315399	the
18	5	295	488	53.098457	Volcano.
18	6	405	489	96.326927	1452
19	0	128	510	-1.0	
19	1	128	510	96.453957	Study
19	2	181	510	95.644249	of
19	3	206	510	95.644249	Two
19	4	240	510	60.794407	Pears
19	5	329	511	44.920883	1453
20	0	128	532	-1.0	
20	1	128	532	93.306061	Of
20	2	155	532	86.767334	Medern
20	3	225	532	72.258102	Poetry
20	4	321	533	44.011963	1453
21	0	127	554	-1.0	
21	1	127	554	95.972244	Asides
21	2	185	560	94.911903	on
21	3	211	554	94.911903	the
21	4	242	554	94.121605	Oboe
21	5	331	555	92.597672	1454
22	0	126	576	-1.0	
22	1	126	576	89.877213	The
22	2	165	576	96.96122	Plain
22	3	212	576	95.876503	Sense
22	4	265	576	95.876503	of
22	5	286	576	91.249954	Things
22	6	387	577	96.006363	1455
23	0	110	622	-1.0	
23	1	110	622	96.190018	MINA
23	2	167	622	96.190018	LOY
23	3	210	623	82.43129	(1882-1966)
23	4	705	623	96.422089	1456
24	0	128	644	-1.0	
24	1	128	644	96.827133	Parturition
24	2	262	645	94.87381	1457
25	0	128	666	-1.0	
25	1	128	666	77.140106	Brancusi’s
25	2	216	666	96.97747	Golden
25	3	282	666	96.097717	Bird
25	4	362	668	95.845718	1460
26	0	128	688	-1.0	
26	1	128	688	93.091011	Lunar
26	2	183	688	85.570381	Baedeker
26	3	303	690	95.78653	1461
27	0	108	734	-1.0	
27	1	108	734	96.010368	WILLIAM
27	2	200	734	96.447418	CARLOS
27	3	283	734	96.691635	WILLIAMS
27	4	387	735	77.520882	(1883-1963)
27	5	705	735	96.714691	1462
28	0	126	756	-1.0	
28	1	126	756	88.268944	The
28	2	164	756	96.786148	Young
28	3	219	756	84.207458	Housewife
28	4	350	758	69.046822	1464
29	0	128	778	-1.0	
29	1	128	778	96.674194	Portrait
29	2	194	778	94.409836	of
29	3	219	774	94.409836	a
29	4	231	778	96.43602	Lady
29	5	315	779	94.014046	1464
30	0	128	792	-1.0	
30	1	128	792	34.262512	Queen-Anne's-Lace
30	2	334	801	96.045708	1465
31	0	126	822	-1.0	
31	1	126	822	82.824455	The
31	2	164	822	77.558395	Widow's
31	3	238	822	95.830742	Lament
31	4	306	824	95.830742	in
31	5	327	822	96.869446	Springtime
31	6	462	824	96.268784	1466
32	0	128	844	-1.0	
32	1	128	844	88.72171	SpringandAll
32	2	288	846	49.204102	1466
33	0	126	866	-1.0	
33	1	126	866	82.353241	To
33	2	153	866	89.059975	Elsie
33	3	238	867	95.86689	1467
34	0	126	888	-1.0	
34	1	126	888	90.117004	The
34	2	165	888	95.962395	Red
34	3	202	888	95.547012	Wheelbarrow
34	4	357	889	94.31337	1469
35	0	126	910	-1.0	
35	1	126	910	93.369003	The
35	2	165	910	96.459641	Dead
35	3	214	910	74.142059	Baby
35	4	298	912	62.365517	1469
36	0	126	932	-1.0	
36	1	126	932	74.853951	The
36	2	164	932	96.770569	Wind
36	3	215	932	95.406288	Increases
36	4	336	933	91.538216	1470
37	0	128	954	-1.0	
37	1	128	954	96.797066	Death
37	2	223	955	94.205734	1471
38	0	126	976	-1.0	
38	1	126	976	82.498291	This
38	2	169	976	92.127747	Is
38	3	186	976	96.101974	Just
38	4	225	980	96.816917	to
38	5	247	976	96.833076	Say
38	6	320	977	96.493752	1472
39	0	127	998	-1.0	
39	1	127	998	42.973423	ASort
39	2	184	998	42.973423	ofaSong
39	3	306	999	45.907333	1473
40	0	126	1020	-1.0	
40	1	126	1020	80.23201	The
40	2	165	1020	96.967415	Dance
40	3	223	1020	92.583427	(“In
40	4	260	1020	43.409431	Brueghel's
40	5	350	1024	96.964668	great
40	6	395	1022	96.044823	picture,
40	7	464	1020	93.304306	The
40	8	502	1020	18.584633	Kermess”)
40	9	630	1021	68.018974	1473
41	0	128	1042	-1.0	
41	1	128	1042	96.000488	Burning
41	2	200	1042	96.000488	the
41	3	230	1042	96.695763	Christmas
41	4	320	1042	83.075722	Greens
41	5	423	1043	96.652359	1473
42	0	128	1064	-1.0	
42	1	128	1064	96.010452	Landscape
42	2	220	1064	96.835289	with
42	3	261	1064	96.835289	the
42	4	293	1064	75.82058	Fall
42	5	327	1064	92.238754	of
42	6	350	1064	45.060215	learus
42	7	445	1065	87.294479	1475
43	0	126	1086	-1.0	
43	1	126	1086	93.543228	The
43	2	165	1086	96.215187	Dance
43	3	223	1086	82.476433	"(""When"
43	4	292	1086	96.901123	the
43	5	323	1092	96.960205	snow
43	6	370	1086	94.412682	falls
43	7	409	1086	96.842545	the
43	8	440	1086	52.34008	flakes”)
43	9	546	1087	95.54686	1476
44	0	109	1132	-1.0	
44	1	109	1132	96.088417	EZRA
44	2	163	1132	96.088417	POUND
44	3	240	1133	42.426495	(1885-1972)
44	4	705	1133	93.241104	1477
45	0	126	1154	-1.0	
