line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	108	63	-1.0	
0	0	108	63	-1.0	
1	0	600	63	-1.0	
1	1	600	64	88.252586	Conrents
1	2	706	63	86.502869	/
1	3	727	68	34.489304	xv
2	0	128	112	-1.0	
2	1	128	112	96.276329	the
2	2	159	112	96.276329	lost
2	3	193	112	94.423965	baby
2	4	236	118	64.566582	poem
2	5	324	113	31.961411	2801
3	0	128	134	-1.0	
3	1	128	134	90.700417	homage
3	2	197	138	66.018745	tomy
3	3	247	134	66.018745	hips
3	4	324	135	51.550007	2802
4	0	127	156	-1.0	
4	1	127	156	86.386993	wild
4	2	167	156	85.97348	blessings
4	3	282	157	67.224594	2802
5	0	127	178	-1.0	
5	1	127	178	95.665237	wishes
5	2	187	178	96.692047	for
5	3	215	184	96.692047	sons
5	4	294	179	95.964554	2802
6	0	128	200	-1.0	
6	1	128	200	96.934792	blessing
6	2	198	200	96.439545	the
6	3	230	200	91.028435	boats
6	4	316	201	89.480278	2803
7	0	128	222	-1.0	
7	1	128	222	96.773483	final
7	2	169	226	96.773483	note
7	3	210	226	95.901047	to
7	4	231	222	95.901047	clark
7	5	314	223	96.591202	2803
8	0	128	244	-1.0	
8	1	128	248	95.619553	note,
8	2	174	244	94.577263	passed
8	3	233	248	96.565971	to
8	4	255	250	96.069366	superman
8	5	378	245	96.642036	2804
9	0	128	266	-1.0	
9	1	128	266	95.566032	the
9	2	159	268	95.368393	mississippi
9	3	252	268	93.790581	river
9	4	294	268	94.891777	empties
9	5	363	268	92.129639	into
9	6	400	266	92.129639	the
9	7	431	266	81.808296	gulf
9	8	506	267	52.995033	2804
10	0	128	284	-1.0	
10	1	128	284	90.366867	moonchild
10	2	258	289	96.653938	2805
11	0	128	310	-1.0	
11	1	128	310	69.432281	[oh
11	2	160	312	69.432281	antic
11	3	206	310	84.007584	god)
11	4	284	311	55.148949	2805
12	0	109	354	-1.0	
12	1	109	354	81.131645	RUDOLFOA.
12	2	230	354	91.761559	ANAYA
12	3	296	354	72.454117	(b.
12	4	326	355	95.598145	1937)
12	5	703	355	95.987373	2806
13	0	128	376	-1.0	
13	1	128	376	96.56057	Bless
13	2	176	376	96.917984	Me,
13	3	214	376	96.746895	Ultima
13	4	312	377	95.613724	2807
14	0	147	398	-1.0	
14	1	147	398	96.610428	Dos
14	2	222	399	95.392754	2807
15	0	108	442	-1.0	
15	1	108	442	93.282608	THOMAS
15	2	199	442	91.361305	PYNCHON
15	3	301	442	80.542213	(b.
15	4	330	443	75.322334	1937}
15	5	703	443	95.695091	2816
16	0	128	460	-1.0	
16	1	128	460	96.842705	Entropy
16	2	236	465	96.251862	2817
17	0	109	508	-1.0	
17	1	109	508	96.255959	RAYMOND
17	2	212	508	96.677933	CARVER
17	3	294	510	75.185623	(1938-1988)
17	4	703	509	96.851181	2827
18	0	128	526	-1.0	
18	1	128	526	96.366745	Cathedral
18	2	252	531	96.513931	2828
19	0	109	576	-1.0	
19	1	109	576	96.537407	ISHMAEL
19	2	203	576	93.216446	REED
19	3	261	576	79.832695	(b.
19	4	291	577	96.329987	1938)
19	5	702	577	96.580803	2838
20	0	126	598	-1.0	
20	1	126	598	79.629288	The
20	2	165	598	96.841736	Last
20	3	205	598	96.934875	Days
20	4	250	598	96.876282	of
20	5	272	598	96.426369	Louisiana
20	6	357	598	90.333145	Red
20	7	432	599	89.153488	2840
21	0	146	620	-1.0	
21	1	146	620	93.820618	Chapter
21	2	220	622	96.543648	36
21	3	246	620	93.30452	[Mary
21	4	300	620	46.135597	Dalton's
21	5	372	620	88.992661	Dream]
21	6	476	621	51.017555	2840
22	0	128	642	-1.0	
22	1	128	642	66.052597	Neo-HooDoo
22	2	244	642	95.70314	Manifesto
22	3	368	643	95.354301	2844
23	0	108	686	-1.0	
23	1	108	686	95.436432	CHARLES
23	2	205	686	93.26577	SIMIC
23	3	268	686	51.928871	(b.
23	4	297	687	96.396408	1938)
23	5	703	687	96.402611	2848
24	0	128	708	-1.0	
24	1	128	708	96.926376	Fork
24	2	207	709	96.114525	2850
25	0	128	730	-1.0	
25	1	128	730	92.355392	Prodigy
25	2	232	731	3.127319	2850
26	0	126	752	-1.0	
26	1	126	752	92.869469	The
26	2	165	752	95.967155	Devils
26	3	258	753	94.857132	2851
27	0	127	774	-1.0	
27	1	127	775	87.748566	A
27	2	146	774	87.748566	Book
27	3	192	774	95.966248	Full
27	4	230	774	96.139908	of
27	5	252	774	95.744789	Pictures
27	6	362	775	96.285156	2852
28	0	127	796	-1.0	
28	1	127	797	93.543518	Arriving
28	2	200	787	62.086277	Celebrities.
28	3	330	797	43.554733	2852
29	0	128	818	-1.0	
29	1	128	818	95.450111	In
29	2	151	818	95.450111	the
29	3	182	819	95.911568	Street
29	4	274	819	95.951492	2853
30	0	128	840	-1.0	
30	1	128	840	96.710434	Late
30	2	169	840	85.171593	September
30	3	300	841	42.326244	2853
31	0	110	884	-1.0	
31	1	110	884	93.262985	MICHAEL
31	2	206	884	87.767319	S.
31	3	228	884	93.284386	HARPER
31	4	311	884	89.519882	(b.
31	5	340	885	95.881432	1938)
31	6	703	885	94.505447	2854
32	0	128	906	-1.0	
32	1	128	906	96.63813	Dear
32	2	171	906	95.195808	John,
32	3	222	906	96.484177	Dear
32	4	266	906	96.06385	Coltrane
32	5	381	907	93.876625	2855
33	0	127	928	-1.0	
33	1	127	929	96.444626	American
33	2	212	928	78.773544	History
33	3	314	929	55.085716	2857
34	0	128	950	-1.0	
34	1	128	950	95.593872	Deathwatch
34	2	270	951	96.642387	2857
35	0	128	972	-1.0	
35	1	128	972	91.39772	Martin’s
35	2	201	972	96.697983	Blues
35	3	289	973	96.574364	2858
36	0	128	994	-1.0	
36	1	128	994	79.967644	“Bird
36	2	175	994	76.60495	"Lives"":"
36	3	232	994	96.570969	Charles
36	4	302	994	96.889648	Parker
36	5	359	996	96.901176	in
36	6	380	994	95.309212	St.
36	7	408	994	96.912399	Louis
36	8	496	995	96.654922	2859
37	0	128	1016	-1.0	
37	1	128	1016	96.095551	Nightmare
37	2	221	1016	96.076149	Begins
37	3	281	1016	87.679764	Responsibility
37	4	438	1017	45.517517	2860
38	0	108	1062	-1.0	
38	1	108	1062	82.7929	TONI
38	2	163	1062	96.068398	CADE
38	3	222	1062	95.606293	BAMBARA
38	4	320	1063	78.66571	(1939-1995)
38	5	703	1063	95.950676	2861
39	0	128	1084	-1.0	
39	1	128	1084	96.053078	Medley
39	2	230	1085	96.643288	2862
40	0	110	1128	-1.0	
40	1	110	1128	69.704666	MAXINE
40	2	191	1128	96.558701	HONG
40	3	257	1128	93.287094	KINGSTON
40	4	365	1128	86.927124	(b.
40	5	394	1129	95.116615	1940)
40	6	703	1129	96.08519	2873
41	0	126	1150	-1.0	
41	1	126	1150	58.503075	‘Tripmaster
41	2	222	1150	86.782654	Monkey
41	3	330	1151	45.255165	2874
42	0	149	1172	-1.0	
42	1	149	1173	53.371742	L.
42	2	166	1172	62.356216	Trippers
42	3	240	1172	85.394844	and
42	4	274	1172	87.45256	Askers
42	5	370	1173	44.60297	2874
