line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	107	63	-1.0	
0	0	107	63	-1.0	
1	0	590	63	-1.0	
1	1	590	64	82.946396	Contents
1	2	696	63	53.016365	/
1	3	716	64	84.325729	xiii
2	0	281	113	-1.0	
2	1	281	114	96.914078	DEBATES
2	2	359	104	86.303833	OVER
2	3	392	114	28.49353	"""AMERICANIZATION®"
2	4	705	113	86.988937	1147
3	0	109	150	-1.0	
3	1	109	150	65.077957	FREDERICK
3	2	224	150	96.046257	JACKSON
3	3	318	150	96.539612	TURNER:
3	4	409	150	96.532181	From
3	5	456	150	96.983673	The
3	6	494	150	96.732307	Significance
3	7	598	150	87.157776	of
4	0	166	172	-1.0	
4	1	166	172	96.754799	the
4	2	198	172	96.46521	Frontier
4	3	271	174	94.030479	in
4	4	288	173	94.030479	American
4	5	373	172	94.409561	History
4	6	705	174	94.569283	1148
5	0	108	216	-1.0	
5	1	108	216	96.655739	THEODORE
5	2	225	216	96.46434	ROOSEVELT:
5	3	349	216	95.084969	From
5	4	396	217	94.969055	American
5	5	480	216	93.909134	Ideals
5	6	705	217	95.204491	1153
6	0	127	238	-1.0	
6	1	127	238	96.610191	From
6	2	174	238	93.275894	The
6	3	212	238	91.360764	Strenuous
6	4	302	238	96.961609	Life
6	5	379	239	96.066116	1156
7	0	109	282	-1.0	
7	1	109	282	94.009232	HELEN
7	2	182	282	95.102196	HUNT
7	3	242	282	95.102196	JACKSON:
7	4	342	282	93.60965	From
7	5	388	283	93.60965	A
7	6	406	282	96.24263	Century
7	7	477	282	96.839386	of
7	8	499	282	96.672714	Dishonor
7	9	705	283	95.102913	1159
8	0	107	323	-1.0	
8	1	107	323	96.206047	JOSE
8	2	160	323	53.16304	MARTI:
8	3	233	326	95.517067	From
8	4	281	326	95.517067	Our
8	5	320	319	94.616676	America
8	6	705	328	95.802689	1164
9	0	108	370	-1.0	
9	1	108	370	93.289833	CHARLES
9	2	204	370	91.688637	W.
9	3	231	370	91.070793	CHESNUTT:
9	4	347	371	96.927444	A
9	5	366	370	96.612083	Defamer
9	6	441	370	96.931366	of
9	7	463	370	96.937164	His
9	8	497	370	96.085861	Race
9	9	705	371	80.144173	1167
10	0	107	414	-1.0	
10	1	107	414	93.049927	JANE
10	2	159	414	92.667366	ADDAMS:
10	3	252	414	96.360573	Twenty
10	4	316	414	96.225441	Years
10	5	362	418	93.300583	at
10	6	384	414	90.577644	Hull-House
10	7	705	415	90.520355	1169
11	0	127	436	-1.0	
11	1	127	436	96.898926	From
11	2	174	436	92.861763	Chapter
11	3	246	436	91.442513	V,
11	4	267	436	95.794106	First
11	5	310	436	95.637054	Days
11	6	355	440	95.637054	at
11	7	376	436	96.930153	Hull
11	8	418	436	96.474373	House
11	9	515	437	96.305534	1170
12	0	128	458	-1.0	
12	1	128	458	96.966606	Chapter
12	2	199	458	68.176743	XI.
12	3	229	458	83.997177	Immigrants
12	4	327	458	96.222359	and
12	5	362	458	96.306183	Their
12	6	412	458	96.491608	Children
12	7	530	459	94.369614	1172
13	0	108	502	-1.0	
13	1	108	502	93.562668	ANNA
13	2	167	502	93.562668	JULIA
13	3	226	502	95.276634	COOPER:
13	4	317	502	96.094147	From
13	5	363	502	88.837852	One
13	6	404	502	96.246552	Phase
13	7	455	498	96.421555	of
13	8	476	502	96.662643	American
13	9	560	502	96.003334	Literature
13	10	685	503	66.067207	174
14	0	109	574	-1.0	
14	1	109	574	95.144852	SELECTED
14	2	216	574	62.630268	BIBLIOGRAPHIES:
14	3	721	575	96.276871	Al
15	0	109	602	-1.0	
15	1	109	602	96.256744	PERMISSIONS
15	2	253	602	89.759102	ACKNOWLEDGMENTS
15	3	710	603	65.485321	ABI
16	0	109	630	-1.0	
16	1	109	630	96.522621	INDEX
16	2	710	631	0.0	A338
