line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	120	64	-1.0	
0	0	120	64	-1.0	
1	0	120	64	-1.0	
1	1	120	64	81.608971	xviii
1	2	173	64	79.856583	/
1	3	193	64	48.256248	CoNnTents
2	0	139	112	-1.0	
2	1	139	112	96.212265	White
2	2	196	112	56.6035	Bear
2	3	276	113	54.361763	3129
3	0	140	134	-1.0	
3	1	140	134	96.674194	Summer
3	2	216	134	96.985596	Night
3	3	304	135	92.816116	3130
4	0	138	156	-1.0	
4	1	138	156	94.682922	The
4	2	177	156	57.110844	Flood
4	3	241	147	28.574646	==
4	4	266	157	28.574646	3131
5	0	139	178	-1.0	
5	1	139	178	94.818581	When
5	2	194	178	94.818581	the
5	3	225	178	94.585663	World
5	4	283	169	94.585663	As
5	5	304	178	96.630951	We
5	6	336	178	95.556763	Knew
5	7	387	178	80.930099	It
5	8	405	178	77.289223	Ended—
5	9	520	179	64.418259	3133.
6	0	121	230	-1.0	
6	1	121	230	96.626076	RITA
6	2	172	221	93.263145	DOVE
6	3	224	221	86.477402	(b.
6	4	259	231	82.106369	1952)
6	5	716	231	76.771858	3135
7	0	139	246	-1.0	
7	1	139	246	95.965271	Geometry
7	2	264	254	96.040604	3136
8	0	139	274	-1.0	
8	1	139	274	35.293991	Adolescence—I
8	2	311	275	35.293991	3136
9	0	139	296	-1.0	
9	1	139	296	0.0	Adolescence]
9	2	318	297	40.170654	3137
10	0	139	318	-1.0	
10	1	139	318	19.061752	Adolescence
10	2	325	319	59.567719	3137
11	0	140	336	-1.0	
11	1	140	336	90.674606	Banneker
11	2	261	341	94.107323	3138
12	0	140	356	-1.0	
12	1	140	356	96.763741	Parsley
12	2	240	363	96.543587	3139
13	0	141	385	-1.0	
13	1	141	388	96.503906	THOMAS
13	2	206	388	94.693619	AND
13	3	244	388	89.48645	BEULAH
13	4	348	385	66.659607	3141
14	0	158	406	-1.0	
14	1	158	406	15.181778	The
14	2	196	406	15.181778	Event
14	3	286	407	55.389816	3141
15	0	159	428	-1.0	
15	1	159	428	75.934341	Straw
15	2	211	428	61.933784	Hat
15	3	285	429	51.031822	3142
16	0	158	450	-1.0	
16	1	158	450	95.818687	The
16	2	195	450	94.609291	Zeppelin
16	3	272	450	76.444138	Factory
16	4	376	452	61.195618	3143
17	0	159	466	-1.0	
17	1	159	466	96.006287	Dusting
17	2	267	473	94.008728	3144
18	0	140	494	-1.0	
18	1	140	494	96.552948	Poem
18	2	191	496	96.540016	in
18	3	211	494	95.998314	Which
18	4	272	494	79.932716	|
18	5	284	494	96.062912	Refuse
18	6	344	494	81.574081	Contemplation
18	7	511	495	56.236301	3145
19	0	140	510	-1.0	
19	1	140	510	69.043777	Missing.
19	2	247	517	89.397293	3145
20	0	140	534	-1.0	
20	1	140	534	95.936386	Rosa
20	2	222	539	95.007133	3146
21	0	140	560	-1.0	
21	1	140	560	95.438599	Fox
