line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	107	63	-1.0	
0	0	107	63	-1.0	
1	0	603	63	-1.0	
1	1	603	64	86.384346	Contents
1	2	710	63	83.676987	/
1	3	730	64	94.271011	ix
2	0	128	112	-1.0	
2	1	128	112	95.854424	Homage
2	2	201	116	95.281281	to
2	3	223	112	95.281281	the
2	4	254	112	96.589119	Empress
2	5	329	112	96.589119	of
2	6	350	112	96.291252	the
2	7	382	112	75.948372	Blues:
2	8	470	113	96.274582	2264
3	0	126	134	-1.0	
3	1	126	134	80.76194	Those
3	2	182	134	95.204163	Winter
3	3	244	134	73.793549	Sundays
3	4	355	135	17.544586	2264
4	0	128	156	-1.0	
4	1	128	156	96.706657	Free
4	2	170	156	96.706657	Fantasia:
4	3	246	156	96.40918	Tiger
4	4	295	156	89.594086	Flowers
4	5	402	157	95.863777	2265
5	0	109	200	-1.0	
5	1	109	200	96.287285	RANDALL
5	2	203	200	96.540726	JARRELL
5	3	292	201	75.72332	(1914-1965)
5	4	703	201	95.705025	2266
6	0	128	222	-1.0	
6	1	128	224	96.337173	90
6	2	154	222	95.053833	North
6	3	246	223	96.341972	2267
7	0	126	244	-1.0	
7	1	126	244	80.498962	The
7	2	165	244	96.681374	Death
7	3	220	244	96.422493	of
7	4	241	244	96.748077	the
7	5	273	244	96.103561	Ball
7	6	310	244	96.634514	Turret
7	7	366	244	96.297913	Gunner
7	8	472	245	96.11274	2268
8	0	128	266	-1.0	
8	1	128	266	93.094086	Second
8	2	192	267	96.715195	Air
8	3	222	266	93.415176	Force
8	4	310	267	96.625404	2268
9	0	128	288	-1.0	
9	1	128	288	96.146782	Next
9	2	172	288	96.518326	Day
9	3	246	289	96.640366	2269
10	0	127	310	-1.0	
10	1	127	310	92.087334	Well
10	2	169	310	95.60466	Water
10	3	261	311	96.407951	2271
11	0	126	332	-1.0	
11	1	126	332	94.710648	Thinking
11	2	206	332	96.944092	of
11	3	228	332	96.944092	the
11	4	260	332	96.651108	Lost
11	5	300	332	96.874741	World
11	6	392	333	96.045143	2271
12	0	107	376	-1.0	
12	1	107	376	92.382652	JOHN
12	2	167	376	91.777634	BERRYMAN
12	3	278	377	79.743103	(1914-1972)
12	4	703	377	96.351181	2273
13	0	127	398	-1.0	
13	1	127	398	96.791725	From
13	2	175	398	96.640831	Homage
13	3	249	402	96.661758	to
13	4	270	398	96.014824	Mistress
13	5	345	398	95.234573	Bradstreet
13	6	472	399	96.696686	2275
14	0	126	420	-1.0	
14	1	126	420	85.363953	The
14	2	165	420	91.355064	Dream
14	3	226	420	85.274139	Songs
14	4	317	421	66.786209	2281
15	0	149	442	-1.0	
15	1	149	444	82.369331	1
15	2	162	442	82.369331	(Huffy
15	3	229	442	96.124084	Henry
15	4	285	442	18.953255	hid
15	5	332	442	82.240738	the
15	6	363	442	89.170631	"day"")"
15	7	448	443	95.436752	2281
16	0	149	464	-1.0	
16	1	149	466	83.932732	14
16	2	173	464	66.263992	"(""‘Life,"
16	3	230	464	95.468002	friends,
16	4	297	466	96.251648	is
16	5	315	464	93.35228	boring.
16	6	377	464	96.876167	We
16	7	409	468	96.550133	must
16	8	454	468	96.647827	not
16	9	487	470	70.019348	say
16	10	517	464	54.282211	"so"")"
16	11	591	465	54.282211	2281
17	0	147	486	-1.0	
17	1	147	487	92.143936	29
17	2	173	486	2.565323	(There
17	3	240	490	96.980171	sat
17	4	268	486	96.932106	down,
17	5	322	492	93.266052	once,
17	6	372	492	80.352783	a
17	7	386	486	80.352783	thing
17	8	434	492	93.291199	on
17	9	460	486	70.117157	Henry’s
17	10	527	486	70.542702	heart”)
17	11	626	487	45.046211	2282
18	0	146	508	-1.0	
18	1	146	510	88.244942	40
18	2	173	508	76.149536	"(""I'm"
18	3	219	508	95.995163	scared
18	4	276	514	90.689331	a
18	5	290	508	80.414505	lonely,
18	6	348	508	96.696594	Never
18	7	401	514	96.608101	see
18	8	432	514	91.376274	my
18	9	461	508	67.233398	"son"")"
18	10	546	509	12.120621	2282
19	0	146	530	-1.0	
19	1	146	531	94.088264	45
19	2	173	530	94.088264	"(""He"
19	3	217	530	96.688766	stared
19	4	271	534	96.688766	at
19	5	292	532	88.306946	ruin.
19	6	337	530	96.416374	Ruin
19	7	381	530	96.416374	stared
19	8	436	530	96.321632	straight
19	9	503	530	66.217682	"back"")"
19	10	597	531	96.760841	2283
20	0	148	552	-1.0	
20	1	148	554	84.658745	384
20	2	184	552	60.831657	"(""The"
20	3	235	552	96.402611	marker
20	4	297	552	93.273476	slants,
20	5	355	552	91.43808	flowerless,
20	6	445	552	75.406708	day's
20	7	489	552	94.24437	almost
20	8	548	552	53.964973	"done"")"
20	9	645	553	96.646767	2284
21	0	109	596	-1.0	
21	1	109	596	92.074257	BERNARD
21	2	208	596	83.040833	MALAMUD
21	3	316	598	72.365204	(1914-1986)
21	4	703	597	96.646767	2284
22	0	126	618	-1.0	
22	1	126	618	79.945793	‘The
22	2	166	618	94.977104	Magic
22	3	221	618	75.390205	Barrel
22	4	314	619	45.775875	2285
23	0	109	664	-1.0	
23	1	109	664	96.485641	RALPH
23	2	179	664	96.04641	ELLISON
23	3	269	665	89.415131	(1914-1994)
23	4	703	665	96.370193	2297
24	0	128	686	-1.0	
24	1	128	686	96.855522	Invisible
24	2	203	686	68.727768	Man
24	3	283	687	95.950241	2298
25	0	147	708	-1.0	
25	1	147	708	83.51741	Prologue
25	2	262	709	30.410355	2298
26	0	146	730	-1.0	
26	1	146	730	77.390472	Chapter
26	2	218	719	73.312897	I
26	3	232	730	85.399246	[Battle
26	4	292	730	74.273857	Royal]
26	5	386	731	31.81662	2304
27	0	109	774	-1.0	
27	1	109	774	95.335808	SAUL
27	2	165	774	95.335808	BELLOW
27	3	247	774	29.431412	(1915-2005)
27	4	702	775	96.525536	2315
28	0	126	796	-1.0	
28	1	126	796	76.020966	‘The
28	2	163	796	96.41581	Adventures
28	3	263	796	96.701279	of
28	4	280	796	94.819016	Augie
28	5	334	796	66.650864	March
28	6	430	797	37.813683	2317
29	0	146	818	-1.0	
29	1	146	818	88.85891	ChapterOne
29	2	296	819	44.249481	2317
30	0	108	862	-1.0	
30	1	108	862	95.681229	ARTHUR
30	2	195	862	95.681229	MILLER
30	3	274	863	68.133728	(1915-2005)
30	4	703	863	96.415245	2325
31	0	128	884	-1.0	
31	1	128	884	96.878899	Death
31	2	183	884	96.830368	of
31	3	205	880	96.575493	a
31	4	218	884	95.712242	Salesman
31	5	340	885	96.74308	2327
32	0	109	930	-1.0	
32	1	109	930	95.953423	ROBERT
32	2	193	930	96.069557	LOWELL
32	3	280	931	76.387016	(1917-1977)
32	4	703	931	96.50901	2392
33	0	128	952	-1.0	
33	1	128	952	68.89138	Collaquy
33	2	207	954	96.606857	in
33	3	228	952	96.77597	Black
33	4	279	952	95.687004	Rock
33	5	362	953	95.967606	2394
34	0	126	974	-1.0	
34	1	126	974	76.105759	The
34	2	164	974	96.931099	Quaker
34	3	230	974	96.621658	Graveyard
34	4	319	976	96.621658	in
34	5	341	974	56.38998	Nantucket
34	6	469	975	60.406414	2395
35	0	128	996	-1.0	
35	1	128	996	91.300522	Mr.
35	2	162	996	96.959641	Edwards
35	3	237	996	96.676445	and
35	4	273	996	96.926994	the
35	5	304	996	96.003433	Spider
35	6	400	997	96.383606	2399
36	0	128	1018	-1.0	
36	1	128	1018	96.23468	My
36	2	160	1018	96.772385	Last
36	3	198	1018	96.732857	Afternoon
36	4	286	1018	96.97496	with
36	5	328	1018	96.78437	Uncle
36	6	382	1018	96.700142	Devereux
36	7	463	1018	96.211388	Winslow
36	8	576	1019	96.620644	2400
37	0	128	1040	-1.0	
37	1	128	1040	95.801155	Memories
37	2	215	1040	96.65876	of
37	3	236	1040	96.978416	West
37	4	281	1040	96.697945	Street
37	5	335	1040	92.724052	and
37	6	371	1040	92.424667	Lepke
37	7	464	1041	95.896446	2404
38	0	128	1062	-1.0	
38	1	128	1062	96.253998	Skunk
38	2	185	1062	95.808144	Hour
38	3	270	1063	96.281937	2405
39	0	128	1084	-1.0	
39	1	128	1084	95.767029	Night
