line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	128	63	-1.0	
0	0	600	63	-1.0	
1	0	600	63	-1.0	
1	1	600	64	88.252586	Conrents
1	2	706	63	86.502869	/
1	3	727	68	34.489304	xv
0	0	128	112	-1.0	
1	0	128	112	-1.0	
1	1	128	113	93.390854	355
1	2	165	112	93.390854	[510]
1	3	216	112	92.773224	[It
1	4	239	118	95.726135	was
1	5	275	116	95.726135	not
1	6	307	112	96.966949	Death,
1	7	368	112	96.407951	for
1	8	396	112	78.073891	|
1	9	408	112	96.655327	stood
1	10	457	112	65.502007	up]
1	11	527	113	91.980896	2570
2	0	128	134	-1.0	
2	1	128	135	95.694389	359
2	2	165	134	90.870918	[328]
2	3	216	134	96.821129	[A
2	4	239	134	96.530258	Bird
2	5	278	140	92.316544	came
2	6	326	134	92.316544	down
2	7	376	134	93.007622	the
2	8	407	134	78.2714	Walk-]
2	9	514	135	58.851334	2571
3	0	128	156	-1.0	
3	1	128	157	95.766426	365
3	2	165	156	95.83242	[338]
3	3	216	156	62.807415	[I
3	4	233	156	30.82177	know
3	5	282	156	30.82177	that
3	6	320	156	85.433449	He
3	7	349	156	59.602135	exists]
3	8	442	157	59.602135	2571
4	0	128	178	-1.0	
4	1	128	179	95.52327	372
4	2	165	178	95.71048	[341]
4	3	216	178	96.467293	[After
4	4	267	182	96.078865	great
4	5	313	180	95.750687	pain,
4	6	358	184	90.167526	a
4	7	373	178	90.167526	formal
4	8	432	178	77.864662	feeling
4	9	491	178	77.864662	comes-]
4	10	609	179	34.632347	2572
5	0	128	200	-1.0	
5	1	128	201	96.415604	373
5	2	165	200	96.378922	[501]
5	3	216	200	96.652153	[This
5	4	262	200	85.368866	World
5	5	316	202	85.368866	is
5	6	334	204	91.483841	not
5	7	366	200	74.232193	conclusion]
5	8	504	201	14.694183	2572
6	0	128	222	-1.0	
6	1	128	223	96.598686	381
6	2	165	222	96.598686	[326]
6	3	216	222	75.895615	[I
6	4	233	226	93.47406	cannot
6	5	294	222	93.098106	dance
6	6	348	228	90.569695	opon
6	7	394	228	88.772377	my
6	8	422	222	5.849823	Toes
6	9	466	222	5.849823	-]
6	10	526	223	53.944134	2573
7	0	128	244	-1.0	
7	1	128	245	96.399818	395
7	2	165	244	96.185188	[336]
7	3	216	244	96.766602	[The
7	4	258	244	93.051476	face
7	5	297	244	71.573502	I
7	6	309	250	80.68367	carry
7	7	354	244	92.907402	with
7	8	396	244	64.930977	me-last-]
7	9	531	245	41.48119	2573
8	0	128	266	-1.0	
8	1	128	267	95.844101	407
8	2	165	266	93.400757	[670]
8	3	216	266	93.400757	[One
8	4	261	266	86.156517	need
8	5	306	270	93.865456	not
8	6	337	266	84.591248	be
8	7	362	272	84.591248	a
8	8	376	266	90.650894	Chamber
8	9	458	274	85.972855	-
8	10	469	270	49.744972	to
8	11	490	266	49.744972	he
8	12	515	266	57.738663	Haunted
8	13	592	266	57.738663	-]
8	14	652	267	53.833366	2574
9	0	128	288	-1.0	
9	1	128	290	93.18502	409
9	2	165	288	96.14325	[303]
9	3	216	288	95.783478	[The
9	4	258	288	96.584312	Soul
9	5	301	288	88.397751	selects
9	6	360	288	94.468559	her
9	7	392	294	94.468559	awn
9	8	431	288	0.0	Society
9	9	496	288	0.0	-]
9	10	556	289	43.712181	2574
10	0	128	310	-1.0	
10	1	128	311	89.727776	411
10	2	165	310	92.337067	[528]
10	3	216	310	92.027206	[Mine
10	4	270	318	90.25631	-
10	5	281	310	92.763611	by
10	6	305	310	92.763611	the
10	7	337	310	96.197144	Right
10	8	385	310	96.910126	of
10	9	407	310	96.957367	the
10	10	438	310	93.22493	White
10	11	494	310	88.476944	Election!]
10	12	617	311	52.36948	2575
11	0	128	332	-1.0	
11	1	128	334	93.358147	446
11	2	165	332	96.14534	[448]
11	3	216	332	95.523361	[This
11	4	262	338	80.938568	was
11	5	297	338	80.938568	a
11	6	312	332	68.852394	Poct-]
11	7	414	333	63.56728	2575
12	0	128	354	-1.0	
12	1	128	356	93.432205	448
12	2	165	354	96.264534	[449]
12	3	216	354	81.998795	[I
12	4	233	354	81.998795	died
12	5	273	354	96.897896	for
12	6	302	354	87.656067	Beauty
12	7	363	362	87.656067	-
12	8	374	354	89.95993	but
12	9	406	360	95.664009	was
12	10	442	354	50.889961	scarce]
12	11	542	355	49.670303	2576
13	0	128	376	-1.0	
13	1	128	378	92.472374	466
13	2	165	376	94.06395	[657]
13	3	216	376	92.453224	[I
13	4	233	376	92.453224	dwell
13	5	282	378	93.303864	in
13	6	303	376	82.465431	Possibility-]
