line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	108	205	-1.0	
0	0	108	205	-1.0	
1	0	339	205	-1.0	
1	1	339	205	96.653633	Contents
2	0	109	364	-1.0	
2	1	109	364	96.554459	PREFACE
2	2	728	370	41.834377	ww
3	0	108	392	-1.0	
3	1	108	392	94.838539	ACKNOWLEDGMENTS
3	2	712	394	49.4557	xviii
4	0	258	451	-1.0	
4	1	258	452	96.763145	American
4	2	365	451	96.048363	Literature
4	3	479	452	62.981674	1914-1945
5	0	109	478	-1.0	
5	1	109	478	96.750549	Introduction
5	2	705	483	87.49749	1177
6	0	109	510	-1.0	
6	1	109	510	95.12925	Timeline
6	2	705	511	58.333912	1191
7	0	109	556	-1.0	
7	1	109	556	96.552643	BLACK
7	2	178	556	96.110031	ELK
7	3	220	557	38.356724	(1863-1950)
7	4	333	556	96.761665	and
7	5	367	556	93.22023	JOHN
7	6	426	557	86.701683	G.
7	7	452	556	81.142708	NEIHARDT
8	0	447	579	-1.0	
8	1	447	579	80.876411	(1881-1973)
8	2	705	579	87.687637	1193
9	0	128	600	-1.0	
9	1	128	600	96.924179	Black
9	2	179	600	96.969818	Elk
9	3	211	600	85.628716	Speaks
9	4	313	601	94.970413	1194
10	0	147	622	-1.0	
10	1	147	622	74.024811	UL.
10	2	178	622	95.627892	The
10	3	215	623	96.349228	Great
10	4	266	622	96.271782	Vision
10	5	362	624	96.341072	1194
11	0	109	666	-1.0	
11	1	109	666	96.602097	EDGAR
11	2	182	666	95.558159	LEE
11	3	224	666	95.701385	MASTERS
11	4	320	667	77.446152	(1868-1950)
11	5	705	668	96.454704	1206
12	0	127	688	-1.0	
12	1	127	688	96.882568	Trainor,
12	2	197	688	93.29039	the
12	3	229	689	90.794952	Druggist
12	4	343	689	96.577614	1207
13	0	128	710	-1.0	
13	1	128	710	69.179459	Doe
13	2	167	710	95.832748	Hill
13	3	243	711	96.14949	1207
14	0	128	732	-1.0	
14	1	128	732	95.470474	Margaret
14	2	208	732	96.85276	Fuller
14	3	262	732	96.358284	Slack
14	4	351	734	93.881424	1208
15	0	127	754	-1.0	
15	1	127	754	86.520645	Abel
15	2	170	754	60.969009	Melveny
15	3	285	756	68.509987	1208
16	0	128	776	-1.0	
16	1	128	776	95.836731	Lucinda
16	2	201	776	96.853508	Matlock
16	3	313	777	96.217545	1209
17	0	109	820	-1.0	
17	1	109	820	96.334862	EDWIN
17	2	180	820	95.946976	ARLINGTON
17	3	303	820	96.732239	ROBINSON
17	4	412	821	69.525085	(1869-1935)
17	5	705	822	96.645256	1209
18	0	128	842	-1.0	
18	1	128	842	95.917061	Luke
18	2	175	842	85.209824	Havergal
18	3	292	843	53.221085	1210
19	0	128	864	-1.0	
19	1	128	864	95.384323	Richard
19	2	197	865	73.667252	Cory
19	3	282	865	55.429688	1211
20	0	128	886	-1.0	
20	1	128	886	92.503029	Miniver
20	2	212	886	24.359161	Chevy
20	3	303	888	77.675323	1211
21	0	128	908	-1.0	
21	1	128	908	92.862328	Mr.
21	2	162	908	84.781326	Flood’s
21	3	225	909	62.116413	Party
21	4	311	910	46.520813	1212
22	0	108	954	-1.0	
22	1	108	954	95.985123	WILLA
22	2	176	954	92.796638	CATHER
22	3	253	954	67.615692	(1873-1947)
22	4	705	955	95.453499	1214
23	0	128	976	-1.0	
23	1	128	976	0.0	My
23	2	159	977	0.0	Antonia
23	3	269	977	32.682426	1216
24	0	108	1020	-1.0	
24	1	108	1020	96.432732	AMY
24	2	155	1020	96.308037	LOWELL
24	3	242	1021	86.49955	(1874-1925)
24	4	705	1021	96.18631	1349
25	0	127	1042	-1.0	
25	1	127	1042	95.584694	The
25	2	164	1042	73.872688	Captured
25	3	246	1042	69.783539	Goddess
25	4	361	1043	67.455994	1350
26	0	128	1064	-1.0	
26	1	128	1065	93.078979	Venus
26	2	182	1064	92.644043	Transiens
26	3	305	1065	96.502342	1352
27	0	128	1086	-1.0	
27	1	128	1086	96.11586	Madonna
27	2	211	1086	96.540016	of
27	3	232	1086	96.661911	the
27	4	264	1086	96.839378	Evening
27	5	336	1086	96.932068	Flowers
27	6	445	1087	95.419785	1352
28	0	128	1108	-1.0	
28	1	128	1108	96.430321	September,
28	2	227	1109	64.683594	1918
28	3	312	1109	64.683594	1353
29	0	128	1130	-1.0	
29	1	128	1130	92.023323	Meeting-House
29	2	261	1130	72.458687	Hill
29	3	337	1131	57.645363	1354
30	0	128	1152	-1.0	
30	1	128	1152	93.374557	Summer
30	2	204	1152	93.374557	Night
30	3	255	1153	59.868923	Piece
30	4	344	1153	59.907612	1354
31	0	128	1174	-1.0	
31	1	128	1174	95.143867	St.
31	2	156	1175	95.402969	Louis
31	3	247	1175	95.564911	1355
32	0	128	1196	-1.0	
32	1	128	1196	96.077988	New
32	2	171	1197	96.829575	Heavens
32	3	245	1196	96.948494	for
32	4	274	1196	96.644562	Old
32	5	349	1197	92.464752	1355
33	0	415	1258	-1.0	
33	1	415	1258	94.517334	vii
