line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	120	63	-1.0	
0	0	120	63	-1.0	
1	0	120	63	-1.0	
1	1	120	64	38.152603	viii
1	2	167	63	27.975204	{
1	3	184	64	54.58366	Conrenrs
2	0	142	112	-1.0	
2	1	142	114	96.084511	1668
2	2	188	112	95.89579	[1624]
2	3	248	112	95.621063	[Apparently
2	4	348	112	95.427414	with
2	5	389	118	92.715942	no
2	6	415	112	30.164116	surprise]
2	7	528	114	30.164116	91
3	0	142	134	-1.0	
3	1	142	135	94.575531	1773
3	2	188	134	96.680954	[1732]
3	3	248	134	96.602661	[My
3	4	286	134	96.201927	life
3	5	317	134	92.625046	closed
3	6	373	136	92.625046	twice
3	7	422	134	86.447723	before
3	8	478	134	86.447723	it’s
3	9	505	134	61.267208	close;]
3	10	601	136	74.102547	91
4	0	122	172	-1.0	
4	1	122	172	92.047829	MARIA
4	2	187	176	92.047829	AMPARO
4	3	275	176	94.382576	RUIZ
4	4	326	176	94.382576	DE
4	5	358	176	95.875816	BURTON
4	6	446	177	82.263016	(1832-1895)
4	7	736	177	96.518433	92
5	0	138	198	-1.0	
5	1	138	198	67.220551	‘The
5	2	177	198	91.222839	Squatter
5	3	252	198	96.348541	and
5	4	287	198	96.425179	the
5	5	319	198	84.279472	Don
5	6	396	200	94.17852	93
6	0	158	220	-1.0	
6	1	158	220	92.905777	Chapter
6	2	230	220	87.245224	V.
6	3	250	220	96.362869	The
6	4	288	220	96.362869	Don
6	5	328	222	95.842255	in
6	6	350	220	95.991173	His
6	7	384	220	96.920219	Broad
6	8	435	221	96.198814	Acres
6	9	523	222	96.293259	93
7	0	122	264	-1.0	
7	1	122	264	95.917618	MARK
7	2	182	264	96.580223	TWAIN
7	3	252	264	92.953751	(Samuel
7	4	325	264	83.344475	L.
7	5	346	264	93.29599	Clemens)
7	6	430	265	23.585464	(1835—1910)
7	7	728	266	96.250221	100
8	0	138	286	-1.0	
8	1	138	286	81.661789	‘The
8	2	178	286	95.674377	Notorious
8	3	262	286	95.833122	Jumping
8	4	339	286	95.833122	Frog
8	5	380	286	96.821312	of
8	6	401	286	96.510841	Calaveras
8	7	486	286	79.879227	County
8	8	591	287	48.318844	104
9	0	139	308	-1.0	
9	1	139	308	96.697388	Adventures
9	2	236	308	96.758369	of
9	3	259	308	96.319344	Huckleberry
9	4	365	308	96.079796	Finn
9	5	448	310	95.820511	108
10	0	140	330	-1.0	
10	1	140	330	96.747475	Fenimore
10	2	222	330	61.931343	Cooper's
10	3	299	330	96.553993	Literary
10	4	367	330	73.06105	Offences
10	5	484	331	95.142647	294
11	0	140	352	-1.0	
11	1	140	352	96.713455	Roughing
11	2	224	352	89.485062	It
11	3	280	354	93.443619	303
12	0	158	374	-1.0	
12	1	158	374	64.438034	Chapter
12	2	231	375	41.023834	23
12	3	294	376	51.383862	303
13	0	140	396	-1.0	
13	1	140	396	95.104332	Letters
13	2	202	396	96.402046	from
13	3	246	396	96.504967	the
13	4	278	396	96.60743	Earth
13	5	367	397	96.015884	307
14	0	159	418	-1.0	
14	1	159	418	92.394852	Satan's
14	2	222	418	96.238518	Letter
14	3	314	420	95.62925	309
15	0	159	440	-1.0	
15	1	159	440	95.558418	Letter
15	2	214	440	54.412247	IE
15	3	270	442	93.631554	310
16	0	159	462	-1.0	
16	1	159	462	96.359055	Letter
16	2	214	462	93.19693	IV
16	3	276	464	93.848801	313
17	0	159	484	-1.0	
17	1	159	484	96.148308	Letter
17	2	213	484	94.063881	VI
17	3	276	485	91.832062	315
18	0	159	506	-1.0	
18	1	159	506	95.003059	Letter
18	2	214	510	92.698761	to
18	3	235	506	92.698761	the
18	4	267	506	95.656616	Earth
18	5	356	508	71.025208	318
19	0	138	528	-1.0	
19	1	138	528	84.11853	The
19	2	176	528	96.288193	War
19	3	216	528	96.562737	Prayer
19	4	311	529	96.844719	322
20	0	121	572	-1.0	
20	1	121	572	93.225838	BRET
20	2	177	572	92.149216	HARTE
20	3	247	573	81.914719	(1836-1902)
20	4	726	573	96.161476	324
21	0	138	594	-1.0	
21	1	138	594	75.664581	‘The
21	2	177	594	95.467133	Luck
21	3	223	594	95.792923	of
21	4	245	594	87.403648	Roaring
21	5	314	594	83.697945	Camp
21	6	406	595	51.002125	326
22	0	140	608	-1.0	
22	1	140	608	64.63401	Miggles
22	2	247	618	94.925606	333
23	0	138	638	-1.0	
23	1	138	638	78.685265	Tennessee's
23	2	240	638	96.898705	Partner
23	3	343	640	95.55899	340
24	0	121	684	-1.0	
24	1	121	684	96.422173	HENRY
24	2	190	684	95.436523	ADAMS
24	3	264	685	69.336075	(1838-1918)
