line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	0	0		-1.0
0	0	0	0		-1.0
1	0	0	0		-1.0
1	1	0	0	ee	25.938713
2	0	114	117		-1.0
2	1	114	120	viii	67.98587
2	2	186	123	*	87.463783
2	3	236	117	Contents	94.921028
3	0	173	171		-1.0
3	1	173	181	Book	96.215538
3	2	242	181	11,	51.294991
3	3	278	180	Chapter	95.860077
3	4	385	178	XI.	54.858608
3	5	432	176	The	95.468887
3	6	492	173	Remainder	95.861717
3	7	631	172	of	96.482613
3	8	663	173	Anno	95.995247
3	9	739	171	1620	94.358055
4	0	260	207		-1.0
4	1	260	215	(The	67.91552
4	2	325	212	Mayflower	84.493706
4	3	460	208	Compact}	71.271362
4	4	612	207	76	36.282047
5	0	261	246		-1.0
5	1	261	252	[The	74.31324
5	2	326	251	Starving	94.805908
5	3	432	247	Time]	64.154305
5	4	536	246	78	93.435371
6	0	171	285		-1.0
6	1	171	295	Book	96.011208
6	2	241	295	If,	73.681419
6	3	285	293	Chapter	96.504593
6	4	383	291	XIX,	89.244995
6	5	452	291	Anno	94.209702
6	6	527	288	Dom:	96.660202
6	7	609	285	1628	91.527412
7	0	260	319		-1.0
7	1	260	327	[Thomas	78.945496
7	2	375	325	Morton	95.939491
7	3	474	324	of	96.354843
7	4	507	319	Merrymount}]	47.533485
7	5	703	322	79	60.959297
8	0	173	354		-1.0
8	1	173	363	Book	94.938828
8	2	244	363	II,	67.04538
8	3	279	362	Chapter	96.777458
8	4	385	359	XXII.	74.329071
8	5	477	360	Anno	95.302612
8	6	551	357	Dom:	96.415466
8	7	634	354	2632	91.362717
8	8	701	354	[Prosperity	62.903423
9	0	262	390		-1.0
9	1	262	397	Brings	96.896027
9	2	344	394	Dispersal	95.256348
9	3	461	393	of	96.758125
9	4	494	390	Population)	71.499939
9	5	663	392	83	71.499939
10	0	120	458		-1.0
10	1	120	465	ROGER	96.561028
10	2	236	463	WILLIAMS	93.136055
10	3	401	467	(c.	20.254501
10	4	443	461	1603-1683)	94.508415
10	5	927	458	84	86.605652
11	0	149	494		-1.0
11	1	149	502	A	94.665787
11	2	175	501	Key	94.665787
11	3	228	501	into	96.945183
11	4	284	499	the	96.435013
11	5	330	498	Language	96.85183
11	6	451	497	of	96.898209
11	7	483	498	America	44.553513
11	8	612	494	86	77.290924
12	0	178	529		-1.0
12	1	178	535	To	92.425583
12	2	223	534	My	95.859947
12	3	272	534	Dear	78.509003
12	4	336	533	and	91.552994
12	5	389	530	Well-Beloved	91.166595
12	6	561	529	Friends	91.0877
12	7	657	529	and	94.460808
13	0	266	565		-1.0
13	1	266	567	Countrymen	81.84375
13	2	455	565	86	80.589981
14	0	182	599		-1.0
14	1	182	602	Directions	20.976761
14	2	312	601	for	95.96077
14	3	353	601	the	96.780083
14	4	401	601	Use	96.970695
14	5	453	600	of	96.970695
14	6	486	600	the	96.362389
14	7	534	599	Language	80.235329
14	8	681	606	go	68.080231
15	0	206	634		-1.0
15	1	206	638	An	96.951591
15	2	250	636	Help	96.793976
15	3	317	640	to	96.907562
15	4	349	635	the	96.897163
15	5	395	635	Native	96.616318
15	6	482	634	Language	79.422218
15	7	629	641	gt	43.620201
16	0	207	668		-1.0
16	1	207	671	Chapter	93.216972
16	2	313	670	XXI.	57.929489
16	3	382	670	Of	96.739433
16	4	423	669	Religion,	93.781357
16	5	539	668	the	96.682617
16	6	584	668	Soul,	86.717316
16	7	651	670	&,	44.999893
16	8	716	673	9%	55.66732
17	0	150	705		-1.0
17	1	150	706	The	96.829063
17	2	208	705	Bloody	93.28891
17	3	296	705	Tenct	87.870377
17	4	398	707	95	96.39579
18	0	152	739		-1.0
18	1	152	741	A	96.385765
18	2	179	740	Letter	94.374863
18	3	259	744	to	96.365471
18	4	292	740	the	96.412842
18	5	337	740	Town	96.46389
18	6	414	739	of	96.476089
18	7	448	739	Providence	83.325409
18	8	609	744	97	78.923447
19	0	123	823		-1.0
19	1	123	824	ANNE	96.632973
19	2	220	824	BRADSTREET	93.097672
19	3	427	827	(c.	72.136513
19	4	470	823	1612-1672)	91.978371
19	5	929	823	98	81.27433
20	0	152	858		-1.0
20	1	152	858	The	96.542061
20	2	210	858	Prologue	77.180397
20	3	345	866	99	77.180397
21	0	152	892		-1.0
21	1	152	892	To	94.729736
21	2	195	892	the	96.628456
21	3	243	892	Memory	95.643478
21	4	350	892	of	95.643478
21	5	382	892	My	96.142418
21	6	430	893	Dear	95.084145
21	7	495	892	and	95.872765
21	8	549	893	Ever	96.797943
21	9	613	892	Honored	96.567238
22	0	269	926		-1.0
22	1	269	927	Father	96.876305
22	2	354	926	Thomas	93.284615
22	3	459	927	Dadley	79.87043
22	4	554	927	Esq.	84.346657
22	5	637	933	100	76.358299
23	0	154	961		-1.0
23	1	154	961	Contemplations	90.817451
23	2	383	967	102	74.347183
24	0	153	993		-1.0
24	1	153	995	The	96.506287
24	2	211	995	Flesh	96.690552
24	3	281	995	and	96.690552
