line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	0	0		-1.0
0	0	0	0		-1.0
1	0	0	0		-1.0
1	1	0	0	Oe	40.278214
2	0	122	108		-1.0
2	1	122	119	xx	54.019394
2	2	183	115	*	49.170738
2	3	233	108	Contents	96.453804
3	0	151	166		-1.0
3	1	151	173	Once	86.486168
3	2	224	171	|	91.885506
3	3	243	170	Pass'd	60.816063
3	4	321	168	through	95.593544
3	5	422	175	a	92.145882
3	6	445	167	Populous	92.145882
3	7	563	166	City,	66.200684
3	8	662	168	2044	60.848415
4	0	151	200		-1.0
4	1	151	206	Facing	96.924324
4	2	238	204	West	96.234039
4	3	311	203	from	93.118439
4	4	374	201	California’s	91.335243
4	5	522	200	Shores	56.685875
4	6	642	203	2045	85.148575
5	0	150	269		-1.0
5	1	150	270	CALAMUS	86.591324
5	2	294	269	2045	68.696152
6	0	151	307		-1.0
6	1	151	309	Scented	93.287704
6	2	253	308	Herbage	90.626076
6	3	360	307	of	96.965111
6	4	395	307	My	96.953255
6	5	443	307	Breast	67.320694
6	6	560	309	2045	54.267689
7	0	152	336		-1.0
7	1	152	342	Whoever	95.484024
7	2	270	342	You	96.772316
7	3	328	343	Are	96.550316
7	4	380	341	Holding	95.019234
7	5	485	340	Me	96.420517
7	6	534	339	Now	96.712303
7	7	599	347	in	96.931709
7	8	633	338	Hand	84.629845
7	9	734	336	2046	13.364822
8	0	153	371		-1.0
8	1	153	377	When	96.787491
8	2	239	377	I	96.128899
8	3	258	377	Heard	96.700836
8	4	338	381	at	96.161369
8	5	371	376	the	96.161369
8	6	416	376	Close	96.36866
8	7	491	375	of	96.809204
8	8	524	374	the	95.620323
8	9	571	374	Day	84.148148
8	10	656	371	2048	46.819855
9	0	152	408		-1.0
9	1	152	411	Trickle	92.434967
9	2	246	411	Drops	57.050777
9	3	355	408	2048	68.121262
10	0	156	441		-1.0
10	1	156	447	1	78.185425
10	2	172	447	Saw	96.458351
10	3	227	448	in	95.31926
10	4	260	446	Louisiana	94.593376
10	5	381	453	a	91.217781
10	6	404	444	Live-Oak	79.864349
10	7	518	445	Growing	88.217026
10	8	660	441	2048	68.870621
11	0	154	478		-1.0
11	1	154	480	Here	95.442764
11	2	219	480	the	93.300224
11	3	267	480	Frailest	89.764885
11	4	363	480	Leaves	95.099701
11	5	449	478	of	95.099701
11	6	483	479	Me	87.074478
11	7	567	484	2049	47.686497
12	0	153	542		-1.0
12	1	153	543	Crossing	88.978546
12	2	263	542	Brooklyn	92.799461
12	3	380	542	Ferry	81.469757
12	4	485	548	2049	68.327026
13	0	155	607		-1.0
13	1	155	608	SEA-DRIFT	60.813198
13	2	305	607	2054	80.145912
14	0	156	645		-1.0
14	1	156	647	Out	85.789391
14	2	212	645	of	96.967415
14	3	245	646	the	96.967415
14	4	290	646	Cradle	95.651955
14	5	379	646	Endlessly	96.244019
14	6	498	646	Rocking	80.996048
14	7	635	653	2054	60.938549
15	0	4	679		-1.0
15	1	4	702	‘	60.743111
15	2	156	681	As	95.263214
15	3	195	681	|	79.499008
15	4	214	680	Ebb’d	49.226418
15	5	294	680	with	97.000648
15	6	355	680	the	96.97261
15	7	401	682	Ocean	93.309059
15	8	485	680	of	96.931183
15	9	518	679	Life	92.105865
15	10	606	684	2059	75.516121
16	0	158	741		-1.0
16	1	158	746	BY	94.886559
16	2	196	745	THE	94.886559
16	3	250	745	ROADSIDE	89.530548
16	4	373	737	=	46.187092
16	5	399	741	2061	54.29113
16	6	777	769	'	18.359756
17	0	158	783		-1.0
17	1	158	783	AHand-Mirror	59.568401
17	2	378	783	2061	73.452003
18	0	158	817		-1.0
18	1	158	817	When	96.571083
18	2	242	817	I	90.310783
18	3	260	817	Heard	96.622856
18	4	341	817	the	93.083061
18	5	388	818	Leam'd	75.56044
18	6	487	820	Astronomer	88.499687
18	7	670	818	2061	64.500504
19	0	156	850		-1.0
19	1	156	851	Toa	81.174133
19	2	220	851	President	81.174133
19	3	375	850	2062	80.085983
20	0	159	884		-1.0
20	1	159	886	1Sit	77.179642
20	2	215	886	and	96.325836
20	3	268	885	Look	95.259491
20	4	336	888	Out	63.482475
20	5	423	884	2062	58.047634
21	0	156	919		-1.0
21	1	156	919	The	91.5112
21	2	213	920	Dalliance	73.501289
21	3	332	921	of	95.753738
21	4	365	921	the	96.363571
21	5	413	921	Eagles	76.585541
21	6	527	920	2062	76.585541
22	0	157	954		-1.0
22	1	157	954	To	94.736961
22	2	200	954	the	94.736961
22	3	245	955	States	74.107101
22	4	356	954	2063	71.989426
23	0	158	1013		-1.0
23	1	158	1020	DRUM-TAPS	52.054527
23	2	303	1009	=	28.711685
23	3	328	1013	2063	47.642612
24	0	160	1056		-1.0
24	1	160	1056	Beat!	95.822403
24	2	229	1056	Beat!	95.764992
24	3	300	1058	Drums!	61.397041
24	4	430	1058	2063	54.644016
25	0	158	1090		-1.0
25	1	158	1091	Cavalry	95.681358
25	2	256	1092	Crossing	96.526222
