line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	0	105		-1.0
0	0	0	105		-1.0
1	0	773	105		-1.0
1	1	773	105	Contents)	31.97081
1	2	937	111	®	29.22963
1	3	990	112	ix	84.609734
2	0	140	175		-1.0
2	1	140	176	EDWARD	96.476685
2	2	300	175	‘TAYLOR	35.537094
2	3	445	177	(c.	67.821075
2	4	492	178	1642-2729)	89.191933
2	5	968	176	176	95.111351
3	0	171	210		-1.0
3	1	171	210	Psalm	96.795746
3	2	254	210	Two	96.308067
3	3	323	210	(First	96.556564
3	4	401	210	Version)	86.98262
3	5	545	215	177	83.123276
4	0	171	261		-1.0
4	1	171	271	PREPARATORY	96.107841
4	2	354	270	MEDITATIONS	93.850616
4	3	559	261	178	87.371323
5	0	171	308		-1.0
5	1	171	310	Prologue	85.41156
5	2	315	308	178	85.41156
6	0	171	345		-1.0
6	1	171	345	Meditation	96.638763
6	2	325	345	8	76.151962
6	3	348	345	(First	96.374664
6	4	425	345	Series)	63.168999
6	5	539	348	179	63.168999
7	0	171	377		-1.0
7	1	171	380	Meditation	96.214592
7	2	326	381	16	87.309326
7	3	365	380	(First	71.572182
7	4	443	379	Series)	78.71035
7	5	556	377	180	71.838882
8	0	171	412		-1.0
8	1	171	414	Meditation	94.376938
8	2	325	422	22	95.367653
8	3	365	414	(First	96.754723
8	4	442	414	Series)	59.250145
8	5	557	412	151	59.250145
9	0	172	447		-1.0
9	1	172	450	Meditation	94.982658
9	2	326	451	38	95.03392
9	3	365	450	(First	89.641884
9	4	443	450	Series)	91.868935
9	5	556	447	183	60.889725
10	0	172	483		-1.0
10	1	172	485	Meditation	96.677643
10	2	324	491	42	96.426025
10	3	366	484	(First	95.048195
10	4	444	483	Series)	70.150505
10	5	556	483	184	62.509315
11	0	172	519		-1.0
11	1	172	521	Meditation	96.43576
11	2	327	520	26	92.104584
11	3	365	519	(Sccond	87.801682
11	4	475	520	Series)	84.33976
11	5	591	521	185	84.33976
12	0	170	573		-1.0
12	1	170	574	GOD'S	29.253654
12	2	246	579	DETERMINATIONS	81.649086
12	3	497	573	186	80.108978
13	0	171	616		-1.0
13	1	171	618	The	96.998001
13	2	233	617	Preface	90.032089
13	3	364	616	186	90.032089
14	0	171	651		-1.0
14	1	171	653	The	92.709953
14	2	233	653	Soul’s	87.073357
14	3	315	653	Groan	93.26741
14	4	406	657	to	97.001534
14	5	438	653	Christ	96.831955
14	6	529	652	for	93.304588
14	7	573	653	Succor	82.19561
14	8	693	651	187	78.202026
15	0	171	687		-1.0
15	1	171	688	Christ's	0.0
15	2	280	687	Reply	85.143692
15	3	384	688	158	77.957329
16	0	172	721		-1.0
16	1	172	722	The	96.95874
16	2	234	722	Joy	96.684212
16	3	281	722	of	96.973473
16	4	316	722	Church	96.147896
16	5	424	722	Fellowship	96.051506
16	6	572	722	Rightly	96.36132
16	7	674	721	Attended	93.458611
16	8	826	728	193	74.568787
17	0	175	788		-1.0
17	1	175	790	Upon	93.281677
17	2	254	789	Wedlock,	81.455765
17	3	387	789	and	96.228264
17	4	444	788	Death	96.790359
17	5	532	788	of	95.941429
17	6	566	788	Children	88.260666
17	7	720	794	192	73.787865
18	0	174	823		-1.0
18	1	174	823	Let	95.016037
18	2	226	823	by	95.016037
18	3	265	824	Rain	55.650688
18	4	362	828	193	80.465019
19	0	175	857		-1.0
19	1	175	859	Upon	95.050827
19	2	254	867	a	95.050827
19	3	278	859	Wasp	96.879646
19	4	362	858	Chilled	96.259453
19	5	464	858	with	96.259453
19	6	530	857	Cold	61.140717
19	7	627	864	194	76.667236
20	0	174	893		-1.0
20	1	174	893	Huswifery	91.233589
20	2	334	899	195	87.664482
21	0	173	925		-1.0
21	1	173	930	A	96.872818
21	2	204	929	Fig	96.243126
21	3	254	928	for	96.899155
21	4	297	928	Thee,	96.891357
21	5	381	928	Oh!	96.754379
21	6	441	927	Death	76.594826
21	7	555	925	196	76.594826
22	0	173	962		-1.0
22	1	173	962	Treatise	96.549973
22	2	284	963	Concerning	95.865974
22	3	443	962	the	97.009476
22	4	493	962	Lord's	61.711658
22	5	579	962	Supper	69.982826
22	6	707	968	497	69.982826
23	0	204	997		-1.0
23	1	204	998	Sermon	96.217964
23	2	311	997	VI	65.205048
23	3	384	1005	197	70.902832
24	0	143	1058		-1.0
24	1	143	1065	SAMUEL	93.164032
24	2	284	1064	SEWALL	90.738663
24	3	426	1063	(1652-1730)	82.021698
24	4	968	1058	202	96.630127
25	0	173	1098		-1.0
25	1	173	1099	The	95.911629
25	2	236	1099	Diary	96.260521
25	3	313	1099	of	96.89325
25	4	347	1099	Samuel	93.083122
25	5	449	1098	Sewall	91.87516
25	6	567	1104	204	53.104904
26	0	143	1166		-1.0
26	1	143	1166	COTTON	95.311096
26	2	296	1166	MATHER	96.578728
26	3	447	1166	(1663-1728)	71.614479
26	4	967	1169	334	80.373398
27	0	173	1199		-1.0
27	1	173	1200	The	94.5243
27	2	235	1200	Wonders	96.366249
27	3	362	1200	of	96.231392
27	4	397	1200	the	96.879311
27	5	449	1200	Invisible	95.378143
27	6	563	1199	World	72.136192
27	7	666	1195	=	48.580284
27	8	684	1205	225	74.075531
28	0	209	1234		-1.0
28	1	209	1236	[A	78.418243
28	2	249	1236	People	96.367882
28	3	340	1235	of	97.007156
28	4	375	1236	God	96.88398
28	5	441	1237	in	96.911224
28	6	476	1236	the	96.911224
28	7	527	1235	Devil's	53.625427
28	8	620	1234	Territories}	64.418182
28	9	797	1240	225	76.540863
29	0	204	1269		-1.0
29	1	204	1269	The	96.574135
29	2	266	1270	Trial	93.17955
29	3	336	1269	of	96.668205
29	4	373	1269	Martha	91.146843
29	5	475	1270	Carricr	67.865669
29	6	586	1265	=	42.556858
29	7	606	1269	228	61.815308
30	0	176	1329		-1.0
30	1	176	1331	MAGNALIA	91.901794
30	2	311	1331	CHRISTE	93.651688
30	3	416	1331	AMERICANA	82.595123
30	4	603	1329	232	25.168869
31	0	175	1368		-1.0
31	1	175	1368	Galeacius	92.484894
31	2	308	1369	Secundus:	89.548309
31	3	446	1368	The	93.344681
31	4	507	1368	Life	96.712006
31	5	566	1368	of	96.573021
31	6	602	1368	William	90.701477
31	7	718	1368	Bradford,	93.265961
31	8	848	1368	Esq.,	78.807213
32	0	300	1402		-1.0
32	1	300	1402	Governor	93.939079
32	2	428	1402	of	96.449196
32	3	465	1402	Plymouth	96.376152
32	4	597	1403	Colony	79.547409
32	5	729	1409	231	69.304794
33	0	177	1437		-1.0
33	1	177	1438	Nehemias	89.265045
33	2	313	1439	Americanus:	87.469345
33	3	481	1438	The	95.883537
33	4	544	1438	Life	96.308769
33	5	603	1438	of	96.943092
33	6	639	1437	John	95.449699
33	7	707	1437	Winthrop,	93.293823
33	8	855	1437	Esq..	60.59063
34	0	301	1471		-1.0
34	1	301	1473	Governor	95.62262
34	2	429	1472	of	96.946167
34	3	465	1472	the	96.691711
34	4	515	1471	Massachusetts	96.928467
34	5	703	1472	Colony	81.241737
34	6	834	1473	238	76.433746
35	0	177	1545		-1.0
35	1	177	1545	Bonifacius	82.938622
35	2	349	1551	255	72.717148
36	0	210	1579		-1.0
36	1	210	1581	[Christian	96.076996
36	2	347	1581	Behavior	89.361824
36	3	467	1585	at	96.305779
36	4	500	1580	Home	96.152969
36	5	587	1581	and	96.979477
36	6	644	1581	in	96.949913
36	7	679	1580	the	95.801865
36	8	725	1579	Community)	79.607536
36	9	903	1575	~	14.038757
36	10	926	1584	255	96.668915
37	0	144	1637		-1.0
37	1	144	1647	SARAH	93.046783
37	2	259	1647	KEMBLE	92.342613
37	3	401	1646	KNIGHT	96.305435
37	4	539	1647	(1666-1727)	78.813828
37	5	963	1637	269	96.521889
37	6	1129	1643	'	0.0
38	0	175	1680		-1.0
38	1	175	1681	The	95.399971
38	2	238	1682	Private	96.239861
38	3	335	1682	Journal	96.559433
38	4	435	1682	of	96.771111
38	5	471	1689	a	94.485939
38	6	495	1683	Journey	94.485939
38	7	600	1680	from	96.915886
38	8	671	1681	Boston	94.564102
39	0	302	1714		-1.0
39	1	302	1721	to	96.89624
39	2	336	1717	New	96.027199
39	3	404	1717	York	76.584572
39	4	504	1724	270	35.58905
39	5	749	1714	-	34.757225
39	6	912	1719	es	43.5214
40	0	0	1908		-1.0
40	1	0	1908	_	0.0
40	2	586	1924	OS	42.575195
