line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	152	99		-1.0
0	0	152	99		-1.0
1	0	729	99		-1.0
1	1	729	99	Contents	77.203674
1	2	894	101	*	77.203674
1	3	946	105	xxi	36.529392
2	0	153	169		-1.0
2	1	153	170	My	93.267731
2	2	206	169	Picture-Gallery	91.642937
2	3	440	170	2080	67.726181
3	0	154	239		-1.0
3	1	154	240	Passage	96.330788
3	2	256	244	to	96.485962
3	3	293	240	India	62.007931
3	4	380	235	=	31.05246
3	5	407	239	3083	35.263985
4	0	153	309		-1.0
4	1	153	310	The	93.230011
4	2	213	309	Skepers	75.055801
4	3	360	309	2058	61.86327
5	0	153	375		-1.0
5	1	153	377	WHISPERS	92.129745
5	2	282	377	OF	96.978737
5	3	325	376	HEAVENLY	62.206451
5	4	464	376	DEATH	67.399139
5	5	590	375	2095	34.241211
6	0	152	413		-1.0
6	1	152	414	Chanting	96.862473
6	2	282	413	the	96.992874
6	3	330	414	Square	91.042068
6	4	426	413	Deifie	40.722767
6	5	548	419	2095	32.643738
7	0	154	449		-1.0
7	1	154	451	A	96.717178
7	2	184	450	Noiseless	56.558567
7	3	308	450	Patient	95.921768
7	4	407	449	Spider	57.28001
7	5	510	445	—	48.058807
7	6	533	454	2097	95.17485
8	0	154	511		-1.0
8	1	154	514	FROM	57.870449
8	2	235	513	NOON	96.57856
8	3	313	514	TO	94.169548
8	4	353	513	STARRY	94.169548
8	5	452	513	NIGHT	83.198143
8	6	568	511	2097	40.147667
9	0	153	550		-1.0
9	1	153	551	To	93.818344
9	2	198	559	a	93.818344
9	3	222	551	Locomotive	92.057266
9	4	380	558	in	96.513313
9	5	415	550	Winter	62.63007
9	6	553	555	2097	39.741486
10	0	154	609		-1.0
10	1	154	618	FIRST	96.71711
10	2	228	618	ANNEX:	96.049896
10	3	330	618	SANDS	95.378601
10	4	410	618	AT	94.521004
10	5	450	617	SEVENTY	90.985504
10	6	596	609	2095	42.65451
11	0	153	655		-1.0
11	1	153	657	As	91.924492
11	2	194	656	I	78.760117
11	3	213	657	Sit	82.186127
11	4	257	656	Writing	95.839241
11	5	370	655	Here	62.127949
11	6	477	655	2098	18.597702
12	0	154	689		-1.0
12	1	154	690	By	96.836884
12	2	195	690	That	96.821426
12	3	267	690	Long	96.408264
12	4	341	691	Scan	96.581528
12	5	410	690	of	96.789825
12	6	446	690	Waves	83.668091
