line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	51	101		-1.0
0	0	51	101		-1.0
1	0	735	101		-1.0
1	1	735	101	Contents	52.576721
1	2	900	106	*	65.172203
1	3	952	110	xiii	84.239304
2	0	156	173		-1.0
2	1	156	174	Toa	95.886314
2	2	225	173	Waterfowl	89.392967
2	3	405	174	813	81.144241
3	0	157	205		-1.0
3	1	157	210	Sonnet—to	90.730011
3	2	312	216	an	96.891731
3	3	351	209	American	96.408813
3	4	484	207	Painter	96.255066
3	5	583	207	Departing	96.87394
3	6	721	206	for	96.653419
3	7	766	206	Europe	77.866379
3	8	898	205	814	70.045609
4	0	156	244		-1.0
4	1	156	244	The	96.230492
4	2	218	244	Prairies	36.604313
4	3	334	240	=	27.384964
4	4	348	246	814	60.419086
5	0	155	277		-1.0
5	1	155	278	The	95.089745
5	2	218	278	Poet	77.891998
5	3	319	277	$17	77.439003
6	0	157	313		-1.0
6	1	157	313	Abraham	96.067093
6	2	282	313	Lincoln	54.124535
6	3	418	313	819	54.124535
7	0	127	381		-1.0
7	1	127	383	RALPH	95.759308
7	2	242	383	WALDO	96.300873
7	3	376	381	EMERSON	96.401619
7	4	546	381	(1803-1882)	71.800163
7	5	954	385	819	48.061073
8	0	156	417		-1.0
8	1	156	417	Nature	90.722984
8	2	282	418	824	90.722984
9	0	156	452		-1.0
9	1	156	453	The	95.823235
9	2	217	454	American	94.76915
9	3	347	452	Scholar	77.735794
9	4	480	452	858	77.735794
10	0	155	486		-1.0
10	1	155	488	The	96.889259
10	2	218	488	Divinity	96.682724
10	3	330	486	School	96.902588
10	4	423	486	Address	72.71183
10	5	563	486	874	72.71183
11	0	156	523		-1.0
11	1	156	523	Self-Reliance	89.287163
11	2	360	524	889	75.067284
12	0	155	557		-1.0
12	1	155	558	The	93.2789
12	2	216	557	Over-Soul	83.163483
12	3	383	563	910	71.00798
13	0	155	593		-1.0
13	1	155	593	The	95.275085
13	2	218	593	Poet	77.043533
13	3	314	598	924	82.555191
14	0	157	627		-1.0
14	1	157	627	Experience	87.809708
14	2	338	632	942	75.309448
15	0	156	661		-1.0
15	1	156	662	Thoreau	42.38213
15	2	310	661	960	84.308823
16	0	157	694		-1.0
16	1	157	696	Hymn	96.055359
16	2	245	697	Sung	96.841934
16	3	317	700	at	96.932983
16	4	352	696	the	96.7323
16	5	401	696	Completion	96.541885
16	6	563	695	of	96.541885
16	7	599	695	the	96.592934
16	8	647	694	Concord	96.226791
16	9	768	694	Monument,	96.152519
17	0	281	730		-1.0
17	1	281	730	April'19,	14.320068
17	2	402	731	1836	83.866409
17	3	498	736	975	68.06472
18	0	158	765		-1.0
18	1	158	765	Each	95.09111
18	2	230	766	and	95.09111
18	3	285	765	All	66.705872
18	4	363	765	976	66.705872
19	0	156	800		-1.0
19	1	156	801	The	95.890594
19	2	218	800	Problem	82.634445
19	3	363	806	977	74.097763
20	0	157	834		-1.0
20	1	157	834	Uriel	84.921432
20	2	258	837	979	85.542572
21	0	157	869		-1.0
21	1	157	870	Hamatreya	90.81002
21	2	333	869	980	49.924973
22	0	155	902		-1.0
22	1	155	905	The	93.222168
22	2	218	904	Rhodora	88.366753
22	3	367	902	982	72.693024
23	0	156	937		-1.0
23	1	156	941	The	92.924896
23	2	216	941	Snow-Storm	88.872215
23	3	409	937	982	83.360565
24	0	155	971		-1.0
24	1	155	974	Ode,	96.74968
24	2	228	974	Inscribed	91.115112
24	3	353	977	to	79.098465
24	4	387	974	W.	64.327942
24	5	439	973	H.	86.506569
24	6	479	974	Channing	59.017212
24	7	647	971	983	78.025665
25	0	156	1008		-1.0
25	1	156	1010	Merlin	80.023376
25	2	279	1008	985	80.023376
26	0	156	1041		-1.0
26	1	156	1044	Days	91.083694
26	2	256	1041	988	90.460052
27	0	157	1077		-1.0
27	1	157	1079	Journals	95.628143
27	2	266	1080	and	95.628143
27	3	323	1079	Letters	72.604599
27	4	449	1077	989	65.705154
28	0	189	1113		-1.0
28	1	189	1113	(Sunday,	34.015129
28	2	307	1113	April	90.023109
28	3	384	1114	18,	96.31102
28	4	431	1114	1524,	80.482643
28	5	507	1113	Canterbury	96.626122
28	6	663	1113	(Roxbury),	96.095512
29	0	280	1146		-1.0
29	1	280	1148	Massachusetts]	84.653488
29	2	480	1148	Myself	80.735199
29	3	605	1146	989	76.567947
30	0	188	1183		-1.0
30	1	188	1183	[July	84.727509
30	2	257	1184	8,	92.695824
30	3	293	1184	1831,	52.392025
30	4	368	1183	Boston)	62.486313
30	5	500	1183	[Always	68.102959
30	6	606	1191	a	68.102959
30	7	630	1183	Right	95.388916
30	8	710	1183	Word]	87.061569
30	9	833	1187	993	82.310577
31	0	189	1218		-1.0
31	1	189	1218	{July	82.788811
31	2	260	1226	13,	89.886795
31	3	307	1219	1833,	67.482025
31	4	384	1218	Paris}	67.744751
31	5	489	1218	[In	75.18515
31	6	536	1218	the	95.723351
31	7	585	1218	Garden	89.408173
31	8	689	1218	of	96.504562
31	9	725	1218	Plants]	85.439148
31	10	848	1222	993	86.942169
32	0	189	1252		-1.0
32	1	189	1253	[January	76.177765
32	2	306	1261	1,	96.433121
32	3	338	1254	1834,	92.755089
32	4	416	1252	Boston]	82.723976
32	5	548	1253	[My	89.857147
32	6	609	1254	Savings	96.689621
32	7	713	1252	Bank]	90.142487
32	8	824	1257	994	80.800987
33	0	189	1287		-1.0
33	1	189	1288	[February	72.92514
33	2	323	1296	19,	96.027206
33	3	371	1289	1834,	95.975159
33	4	448	1287	Boston]	85.794373
33	5	579	1287	[A	86.399582
33	6	618	1287	White	95.366196
33	7	712	1287	Whale]	89.826675
33	8	844	1292	995	79.772797
34	0	186	1323		-1.0
34	1	186	1323	To	96.189865
34	2	233	1323	Lydia	96.216362
34	3	313	1323	Jackson,	96.083626
34	4	425	1323	Concord,	95.657219
34	5	553	1323	February	96.642868
34	6	677	1331	1,	94.255615
34	7	709	1323	1835	94.255615
35	0	282	1357		-1.0
35	1	282	1358	[A	94.212311
35	2	322	1358	Modulated	94.18058
35	3	470	1358	New	95.389793
35	4	538	1358	Love;	96.368355
35	5	628	1358	1	39.271538
35	6	638	1359	Am	87.526329
35	7	694	1358	Born	82.681396
35	8	764	1366	a	82.681396
35	9	787	1357	Poet)	64.848984
35	10	884	1362	995	58.322834
36	0	189	1392		-1.0
36	1	189	1392	{August	83.049477
36	2	299	1400	1,	95.223015
36	3	330	1392	1835,	94.889214
36	4	406	1392	Concord]	77.041168
36	5	561	1392	[Sadness	88.647026
36	6	678	1392	after	94.221313
36	7	744	1392	Thirty]	93.059784
36	8	877	1392	996	74.038086
37	0	189	1427		-1.0
37	1	189	1428	[April	93.258049
37	2	270	1428	26,	96.494759
37	3	319	1428	1838,	88.418037
37	4	395	1428	Concord]	78.084419
37	5	551	1427	[Philanthropic	75.532417
37	6	743	1428	Meetings	93.073891
38	0	279	1461		-1.0
38	1	279	1464	&	93.276947
38	2	308	1462	Holy	93.239296
38	3	378	1461	Hurrahs}	57.508514
38	4	521	1462	996	69.259918
39	0	51	1493		-1.0
39	1	51	1493	i	43.354164
39	2	185	1497	To	96.958389
39	3	230	1497	Thomas	96.538567
39	4	343	1497	Carlyle	96.697845
39	5	444	1497	(Concord,	96.21962
39	6	581	1497	May	96.796822
39	7	650	1505	10,	96.471237
39	8	698	1496	1838)	96.257896
40	0	281	1531		-1.0
40	1	281	1531	{lL	22.345436
40	2	311	1533	Am	81.531525
40	3	366	1539	a	81.531525
40	4	390	1532	Rich	83.91095
40	5	459	1532	Man]	69.450424
40	6	560	1537	997	85.065964
41	0	188	1565		-1.0
41	1	188	1566	{June	89.425133
41	2	264	1567	18,	86.297829
41	3	311	1566	1838,	69.349747
41	4	384	1566	Concord]	69.349747
41	5	540	1566	[Protest;	71.731567
41	6	653	1566	Writing:	70.802063
41	7	771	1566	America]	82.361664
41	8	918	1565	998	68.883759
42	0	188	1600		-1.0
42	1	188	1601	[June	84.003326
42	2	265	1608	23,	96.67424
42	3	315	1603	1838,	93.697418
42	4	390	1601	Concord]	81.683014
42	5	546	1600	[Goodies]	45.374138
42	6	701	1608	999	79.466118
43	0	189	1630		-1.0
43	1	189	1636	{August	79.846024
43	2	296	1644	22,	88.736992
43	3	344	1637	1838,	85.565491
43	4	420	1636	Concord}	64.372055
43	5	575	1636	[I	88.847893
43	6	607	1636	Decline	96.57428
43	7	713	1634	Invitations]	80.698364
43	8	893	1640	999	82.664467
43	9	1105	1630	,	0.0
44	0	188	1669		-1.0
44	1	188	1671	{August	82.890045
44	2	298	1679	32,	78.310272
44	3	345	1672	1838,	95.63784
44	4	420	1671	Concord)	89.488129
44	5	576	1670	[Aftermath	74.095802
44	6	725	1669	of	96.856163
44	7	760	1669	the	96.216255
45	0	280	1706		-1.0
45	1	280	1706	Divinity	96.174057
45	2	392	1706	School	95.321045
45	3	486	1706	Address]	69.784271
45	4	614	1702	_	55.870636
45	5	633	1711	1000	91.199425
