line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	161	94		-1.0
0	0	161	94		-1.0
1	0	884	94		-1.0
1	1	884	96	Contents	20.135933
1	2	1044	94	/	84.409752
1	3	1074	96	xiii	86.281807
2	0	192	171		-1.0
2	1	192	171	Mulatto	46.433708
2	2	354	173	2029	96.054634
3	0	191	203		-1.0
3	1	191	204	Song	95.499718
3	2	260	203	for	92.499268
3	3	302	213	a	92.499268
3	4	326	203	Dark	96.296616
3	5	392	204	Girl	96.891289
3	6	504	206	2031	96.449364
4	0	191	237		-1.0
4	1	191	237	Genius	96.40229
4	2	287	237	Child	96.879784
4	3	419	239	2031	91.825111
5	0	191	270		-1.0
5	1	191	271	Visitors	96.70903
5	2	290	276	to	96.714149
5	3	322	270	the	96.832672
5	4	371	270	Black	97.003998
5	5	446	270	Belt	96.900185
5	6	559	272	2032	95.838608
6	0	192	303		-1.0
6	1	192	303	Note	96.936066
6	2	259	311	on	95.404816
6	3	297	303	Commercial	95.404816
6	4	456	303	Theatre	96.828857
6	5	615	305	2032	95.820251
7	0	191	332		-1.0
7	1	191	332	Vagabonds	91.187943
7	2	385	338	2033	96.046822
8	0	191	369		-1.0
8	1	191	369	Words	96.322632
8	2	278	369	Like	96.166573
8	3	339	369	Freedom	95.914253
8	4	510	371	2033	96.772781
9	0	192	402		-1.0
9	1	192	402	Madam	94.682976
9	2	293	402	and	94.682976
9	3	347	402	Her	96.924377
9	4	402	402	Madam	96.118698
9	5	558	404	2033	96.545509
10	0	192	435		-1.0
10	1	192	435	Freedom	95.929382
10	2	309	435	[1]	96.188438
10	3	407	437	2034	96.592438
11	0	192	468		-1.0
11	1	192	468	Madam’'s	43.806133
11	2	309	468	Calling	96.3862
11	3	405	468	Cards	95.896095
11	4	541	470	2035	94.688354
12	0	191	497		-1.0
12	1	191	497	Silhouette	70.854515
12	2	381	503	2035	95.188034
13	0	190	533		-1.0
13	1	190	534	Theme	96.411621
13	2	284	533	for	96.628624
13	3	327	534	English	93.260757
13	4	428	534	B	93.259346
13	5	510	536	2036	95.906555
14	0	164	603		-1.0
14	1	164	603	KAY	96.686371
14	2	224	603	BOYLE	96.37291
14	3	326	605	(1902-1992)	44.511028
14	4	1053	605	2037	95.202744
15	0	190	635		-1.0
15	1	190	636	The	95.610062
15	2	246	636	White	95.610062
15	3	332	637	Horses	96.914154
15	4	422	635	of	96.81292
15	5	454	637	Vienna	96.665169
15	6	603	638	2038	96.696625
16	0	161	702		-1.0
16	1	161	702	JOHN	93.149399
16	2	250	702	STEINBECK	89.779846
16	3	423	703	(1902—1968)	52.621353
16	4	1054	704	2049	96.640244
17	0	190	735		-1.0
17	1	190	735	The	96.478447
17	2	248	735	Leader	96.681694
17	3	338	735	of	96.621483
17	4	371	735	the	96.426979
17	5	419	735	People	96.135704
17	6	564	737	2050	96.693855
18	0	162	804		-1.0
18	1	162	804	COUNTEE	84.944382
18	2	315	804	CULLEN	96.628639
18	3	443	805	(1903-1946)	75.694771
18	4	1054	806	2061	95.702164
19	0	191	837		-1.0
19	1	191	837	Yet	96.758331
19	2	236	837	Do	96.068977
19	3	281	838	I	73.388016
19	4	299	837	Marvel	95.948044
19	5	447	839	2061	96.714233
20	0	193	870		-1.0
20	1	193	870	Incident	96.031837
20	2	358	872	2061	96.370415
21	0	192	900		-1.0
21	1	192	900	Heritage	96.383095
21	2	361	905	2062	96.701736
22	0	192	936		-1.0
22	1	192	936	From	96.369438
22	2	265	936	the	96.615456
22	3	312	936	Dark	96.573578
22	4	378	936	Tower	95.603882
22	5	518	938	2065	96.426544
23	0	193	969		-1.0
23	1	193	969	Uncle	92.939812
23	2	270	970	Jim	95.702454
23	3	378	971	2065	96.288872
24	0	164	1035		-1.0
24	1	164	1035	RICHARD	95.650429
24	2	304	1035	WRIGHT	95.650429
24	3	434	1036	(1908-1960)	49.394424
24	4	1054	1037	2066	96.128181
25	0	190	1068		-1.0
25	1	190	1068	The	95.954758
25	2	248	1068	Man	96.600998
25	3	312	1068	Who	95.363983
25	4	378	1068	Was	94.05442
25	5	435	1068	Almost	93.637756
25	6	528	1077	a	93.637756
25	7	552	1068	Man	95.742889
25	8	672	1070	2067	96.305786
26	0	162	1134		-1.0
26	1	162	1134	CARLOS	93.278175
26	2	288	1134	BULOSAN	90.903397
26	3	434	1135	(1911-1956)	83.685532
26	4	1054	1136	2076	95.957611
27	0	192	1167		-1.0
27	1	192	1167	Be	96.853088
27	2	230	1168	American	95.634048
27	3	412	1169	2076	95.612968
28	0	163	1242		-1.0
28	1	163	1242	SELECTED	95.853645
28	2	324	1242	BIBLIOGRAPHIES	96.364876
28	3	1082	1243	Al	96.515633
29	0	164	1279		-1.0
29	1	164	1284	PERMISSIONS	95.909401
29	2	378	1279	ACKNOWLEDGMENTS	95.618988
29	3	1065	1285	Al?	48.340187
30	0	164	1326		-1.0
30	1	164	1326	INDEX	95.069527
30	2	1065	1327	A2l	63.241123
