line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	161	94		-1.0
0	0	161	94		-1.0
1	0	905	94		-1.0
1	1	905	96	Contents	79.712143
1	2	1065	94	/	77.431725
1	3	1095	96	ix	92.356918
2	0	192	168		-1.0
2	1	192	169	Homage	96.174149
2	2	302	174	to	96.476662
2	3	334	168	the	96.475021
2	4	381	168	Empress	96.919113
2	5	493	168	of	96.947548
2	6	525	168	the	96.55825
2	7	573	168	Blues	96.948303
2	8	705	170	2264	95.687828
3	0	190	201		-1.0
3	1	190	201	Those	96.327423
3	2	273	201	Winter	95.733963
3	3	365	201	Sundays	95.817513
3	4	532	203	2264	96.608276
4	0	192	234		-1.0
4	1	192	234	Free	96.930847
4	2	255	234	Fantasia:	96.781387
4	3	370	234	Tiger	96.604187
4	4	443	234	Flowers	79.724236
4	5	602	236	2265	96.60276
5	0	164	300		-1.0
5	1	164	300	RANDALL	96.367477
5	2	305	295	JARRELL	96.138496
5	3	434	301	(1914-1965)	84.896622
5	4	1054	302	2266	96.5438
6	0	191	333		-1.0
6	1	191	336	90	96.226524
6	2	231	333	North	95.653091
6	3	368	335	2267	95.956238
7	0	190	365		-1.0
7	1	190	366	The	96.365517
7	2	248	366	Death	96.133057
7	3	329	365	of	96.339928
7	4	362	366	the	96.843513
7	5	410	366	Ball	96.661629
7	6	465	366	Turret	96.66037
7	7	549	366	Gunner	96.061081
7	8	708	368	2268	96.483917
8	0	191	399		-1.0
8	1	191	399	Second	96.435127
8	2	287	401	Air	96.764046
8	3	333	399	Force	96.603447
8	4	465	401	2268	95.886368
9	0	192	432		-1.0
9	1	192	432	Next	86.711227
9	2	258	432	Day	95.337006
9	3	369	434	2269	96.879929
10	0	191	465		-1.0
10	1	191	465	Well	94.671242
10	2	253	465	Water	96.721207
10	3	391	467	2271	93.458061
11	0	190	498		-1.0
11	1	190	498	Thinking	95.528755
11	2	309	498	of	96.612579
11	3	341	498	the	96.389542
11	4	390	498	Lost	96.445511
11	5	450	498	World	96.445511
11	6	588	500	2271	93.716064
12	0	161	564		-1.0
12	1	161	564	JOHN	93.298653
12	2	251	564	BERRYMAN	92.017052
12	3	417	566	(1914-1972)	16.472626
12	4	1054	566	2273	96.4114
13	0	191	597		-1.0
13	1	191	597	From	96.517204
13	2	263	597	Homage	96.170715
13	3	373	603	to	96.062355
13	4	405	597	Mistress	96.062355
13	5	518	597	Bradstreet	96.726471
13	6	707	599	2275	96.866318
14	0	190	630		-1.0
14	1	190	630	The	95.751617
14	2	248	630	Dream	95.751617
14	3	338	630	Songs	96.237801
14	4	475	632	2281	95.362198
15	0	224	663		-1.0
15	1	224	665	1	85.081917
15	2	243	663	(Huffy	58.55801
15	3	344	663	Henry	95.896873
15	4	428	663	hid	64.561523
15	5	479	659	—	7.855728
15	6	498	663	the	91.759537
15	7	545	663	"day"")"	58.758511
15	8	672	665	2281	94.706818
16	0	224	695		-1.0
16	1	224	698	14	86.779236
16	2	260	696	"(""Life,"	86.443436
16	3	344	695	friends,	95.955383
16	4	446	698	is	95.955383
16	5	472	696	boring.	95.404457
16	6	566	697	We	96.482368
16	7	614	702	must	96.482368
16	8	681	702	not	96.692444
16	9	730	705	say	96.038139
16	10	775	696	"so"")"	71.551498
16	11	886	698	2281	95.800278
17	0	220	729		-1.0
17	1	220	731	29	93.356499
17	2	260	729	(‘There	62.574528
17	3	360	735	sat	96.926682
17	4	401	729	down,	96.633652
17	5	483	737	once,	92.792519
17	6	557	738	a	92.792519
17	7	579	729	thing	94.809464
17	8	650	738	on	93.236099
17	9	690	729	Henry’s	39.862572
17	10	791	729	heart”)	84.706223
17	11	939	731	2282	96.692444
18	0	219	762		-1.0
18	1	219	764	40	89.436172
18	2	260	762	"(""I'm"	62.118881
18	3	328	762	scared	84.328941
18	4	413	771	a	88.630371
18	5	435	762	lonely.	87.452316
18	6	522	762	Never	96.607605
18	7	602	771	see	95.849648
18	8	648	770	my	96.546295
18	9	692	762	"son"")"	74.515564
18	10	819	764	2282	96.109299
19	0	219	794		-1.0
19	1	219	797	45	96.233521
19	2	260	795	"(""He"	93.82785
19	3	325	795	stared	96.926987
19	4	407	801	at	96.6418
19	5	437	798	ruin.	94.960136
19	6	506	795	Ruin	96.943817
19	7	572	795	stared	96.593002
19	8	653	795	straight	96.185783
19	9	754	794	"back"")"	67.683273
19	10	895	797	2283	96.2687
20	0	222	828		-1.0
20	1	222	830	384	95.662796
