line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	180	94		-1.0
0	0	180	94		-1.0
1	0	180	94		-1.0
1	1	180	96	xvi	71.027252
1	2	240	94	f	54.188889
1	3	269	96	Conrents	79.945724
2	0	182	168		-1.0
2	1	182	168	FANNY	91.770744
2	2	285	168	HOWE	91.157082
2	3	384	168	(b.	91.157082
2	4	428	169	1940)	96.689415
2	5	1072	170	2900	96.701645
3	0	210	200		-1.0
3	1	210	201	(I'd	82.810272
3	2	259	201	speak	96.386345
3	3	335	201	if	93.682991
3	4	364	196	|	46.890312
3	5	377	201	wasn't	74.807098
3	6	461	201	afraid	88.065628
3	7	539	200	of	95.357101
3	8	572	201	inhaling]	95.357101
3	9	746	203	2901	96.701202
4	0	210	234		-1.0
4	1	210	234	Robeson	96.359772
4	2	323	234	Street	95.994514
4	3	460	236	2901	96.429108
5	0	240	267		-1.0
5	1	240	267	[A	95.286835
5	2	274	267	blight	96.385178
5	3	351	276	was	96.921852
5	4	404	275	on	96.449173
5	5	443	267	the	96.427399
5	6	490	267	oaks]	88.360687
5	7	618	269	2901	96.452568
6	0	208	300		-1.0
6	1	208	300	The	94.925079
6	2	266	300	Nursery	96.272263
6	3	426	302	2902	96.156219
7	0	240	333		-1.0
7	1	240	333	[The	95.836082
7	2	303	333	baby	92.405403
7	3	364	329	/	92.026619
7	4	383	341	was	95.600212
7	5	437	333	made	95.600212
7	6	510	336	in	92.884476
7	7	542	342	a	92.884476
7	8	563	333	cell]	72.204178
7	9	680	335	2902	96.192589
8	0	209	361		-1.0
8	1	209	361	O'Clock	87.639824
8	2	373	368	2902	96.882339
9	0	240	398		-1.0
9	1	240	398	[After	96.171997
9	2	317	399	this	95.399109
9	3	369	399	girl	95.588356
9	4	417	408	was	95.588356
9	5	470	399	grown]	87.720993
9	6	620	401	2902	96.077301
10	0	209	432		-1.0
10	1	209	432	One	95.648911
10	2	269	432	Crossed	95.648911
10	3	375	432	Out	96.625595
10	4	488	434	2903	96.445061
11	0	240	465		-1.0
11	1	240	465	[Nobody	95.712013
11	2	350	471	wants	93.197067
11	3	429	465	crossed-out	92.647095
11	4	578	465	girls	96.50592
11	5	638	465	around]	93.088814
11	6	798	467	2903	90.258392
12	0	210	497		-1.0
12	1	210	498	[We	95.954491
12	2	266	498	moved	95.848396
12	3	353	504	to	91.65464
12	4	386	497	be	91.65464
12	5	422	498	happy]	53.910183
12	6	569	500	2903	12.619164
13	0	210	531		-1.0
13	1	210	531	[When	57.623959
13	2	303	531	I	78.341614
13	3	319	540	was	94.694778
13	4	371	540	a	94.694778
13	5	392	531	child]	83.721085
13	6	528	533	2904	96.570549
14	0	209	564		-1.0
14	1	209	564	Some	96.81266
14	2	287	564	Day	96.659073
14	3	398	566	2904	94.66761
15	0	210	597		-1.0
15	1	210	597	[Come	78.513977
15	2	300	597	back]	96.02861
15	3	431	599	2905	96.322685
16	0	209	630		-1.0
16	1	209	630	From	93.27813
16	2	281	630	Bewilderment	91.38665
16	3	516	632	2905	96.359657
17	0	182	696		-1.0
17	1	182	696	ROBERT	96.211296
17	2	308	696	PINSKY	92.770645
17	3	417	696	(b.	89.635818
17	4	461	697	1940)	94.775398
17	5	1072	698	2905	96.442207
18	0	208	729		-1.0
18	1	208	729	The	96.306099
18	2	266	729	Figured	96.248009
18	3	367	729	Wheel	96.529938
18	4	510	731	2907	96.279953
19	0	208	762		-1.0
19	1	208	762	The	96.301186
19	2	265	762	Street	96.409737
19	3	402	764	2908	96.18074
20	0	208	795		-1.0
20	1	208	795	The	95.638695
20	2	264	795	Want	96.629677
20	3	339	795	Bone	96.820023
20	4	465	797	2910	96.406982
21	0	209	824		-1.0
21	1	209	824	Shirt	96.53273
21	2	334	830	2910	95.669617
22	0	209	861		-1.0
22	1	209	862	At	96.179268
22	2	246	861	Pleasure	96.172729
22	3	359	861	Bay	96.560364
22	4	467	863	2912	95.949036
23	0	181	927		-1.0
23	1	181	927	SIMON	96.189095
23	2	287	927	J.	96.012451
23	3	314	927	ORTIZ	92.774872
23	4	410	927	(b.	84.382561
23	5	455	929	1941}	73.97702
23	6	1072	929	2914	96.86795
24	0	210	959		-1.0
24	1	210	961	Passing	96.67762
24	2	308	960	through	96.597931
24	3	414	960	Little	58.958641
24	4	489	959	Rock	96.134361
24	5	613	962	2915	96.069664
25	0	210	993		-1.0
25	1	210	993	Earth	94.103645
25	2	285	993	and	96.273285
25	3	341	993	Rain,	96.341583
25	4	412	993	the	96.822014
25	5	461	993	Plants	92.773727
25	6	543	996	&	91.105255
25	7	572	993	Sun	95.876221
25	8	686	995	2916	96.494682
26	0	209	1026		-1.0
26	1	209	1027	Vision	96.154945
26	2	293	1026	Shadows	95.786911
26	3	465	1028	2917	95.918518
27	0	210	1059		-1.0
27	1	210	1060	Poems	95.465233
27	2	297	1059	from	95.482971
27	3	363	1059	the	96.889847
27	4	410	1060	Veterans	95.835464
27	5	524	1059	Hospital	96.397827
27	6	690	1061	2918	96.439911
28	0	237	1092		-1.0
28	1	237	1092	Travelling	96.765701
28	2	422	1094	2918	96.079773
29	0	209	1125		-1.0
29	1	209	1125	From	96.618683
29	2	281	1125	From	93.636162
29	3	353	1125	Sand	95.557671
29	4	423	1125	Creek	39.118317
29	5	560	1127	2919	96.476662
30	0	182	1191		-1.0
30	1	182	1191	BILLY	95.883255
30	2	267	1191	COLLINS	93.288498
30	3	404	1191	(b.	90.073479
30	4	449	1192	1941)	95.802444
30	5	1072	1193	2920	95.939713
31	0	210	1219		-1.0
31	1	210	1219	Forgetfulness	92.786369
31	2	438	1226	2921	96.47451
32	0	209	1257		-1.0
32	1	209	1257	Osso	90.886383
32	2	279	1257	Buco	96.736786
32	3	405	1259	2922	96.341286
33	0	208	1290		-1.0
33	1	208	1290	Tuesday,	93.320114
33	2	318	1291	June	96.714722
33	3	386	1292	4,	66.323776
33	4	422	1292	1991	72.817001
33	5	544	1292	2923	96.30687
34	0	211	1322		-1.0
34	1	211	1323	1	85.27774
34	2	227	1323	Chop	96.046837
34	3	302	1323	Some	96.046837
34	4	380	1323	Parsley	95.642487
34	5	473	1323	While	95.839195
34	6	555	1324	Listening	96.810364
34	7	677	1329	to	96.713852
34	8	707	1324	Art	96.879105
34	9	755	1322	Blakey's	40.97546
34	10	858	1323	Version	95.664352
34	11	956	1322	of	95.664352
34	12	989	1323	“Three	69.241333
35	0	296	1356		-1.0
35	1	296	1356	Blind	96.480568
35	2	371	1356	"Mice"""	70.721214
35	3	507	1358	2924	96.542877
36	0	208	1389		-1.0
36	1	208	1389	The	95.876045
36	2	266	1389	Night	95.277763
36	3	344	1389	House	95.569901
36	4	486	1391	2925	91.990784
37	0	210	1423		-1.0
37	1	210	1423	Litany	96.349358
37	2	351	1424	2926	96.017677
38	0	182	1491		-1.0
38	1	182	1491	MAX	76.840599
38	2	249	1491	APPLE	76.840599
38	3	350	1491	(b.	81.765198
38	4	395	1493	1941}	81.472855
38	5	1072	1493	2927	96.353592
39	0	210	1520		-1.0
39	1	210	1520	Bridging	96.197739
39	2	378	1526	2928	96.814751
40	0	180	1584		-1.0
40	1	180	1590	GLORIA	88.882401
40	2	297	1584	ANZALDUA	88.882401
40	3	462	1592	(1942-2004)	42.696629
40	4	1072	1592	2935	89.838661
41	0	209	1623		-1.0
41	1	209	1624	La	92.465973
41	2	247	1625	conciencia	92.099106
41	3	383	1623	de	96.539261
41	4	419	1623	la	92.359482
41	5	449	1623	mestiza/Towards	87.923309
41	6	653	1632	a	95.486237
41	7	677	1623	New	95.486237
42	0	294	1653		-1.0
42	1	294	1653	Consciousness	96.353439
42	2	540	1658	2936	96.512764
43	0	210	1689		-1.0
43	1	210	1690	How	96.503998
43	2	275	1695	to	96.369057
43	3	306	1689	Tame	95.130714
43	4	381	1698	a	95.130714
43	5	402	1689	Wild	95.889717
43	6	468	1689	Tongue	95.847
43	7	622	1691	2947	95.938927
44	0	210	1722		-1.0
44	1	210	1722	EI	61.711361
44	2	244	1722	sonavabitche	91.956772
44	3	467	1724	2955	96.380112
45	0	181	1787		-1.0
45	1	181	1788	SAM	96.256577
45	2	251	1788	SHEPARD	93.122963
45	3	395	1787	(b.	86.552124
45	4	439	1790	1943}	85.00824
45	5	1072	1790	2959	96.476509
46	0	208	1821		-1.0
46	1	208	1821	True	91.194412
46	2	273	1821	West	96.889725
46	3	397	1823	2960	96.484497
