line_num	word_num	left	top	conf	text
0	0	0	0	-1.0	
0	0	108	63	-1.0	
0	0	108	63	-1.0	
1	0	603	63	-1.0	
1	1	603	64	84.942314	Contents
1	2	710	63	32.7686	/
1	3	730	64	85.695091	xi
2	0	128	108	-1.0	
2	1	128	108	88.18837	Gerontion
2	2	257	113	96.375984	1585
3	0	126	134	-1.0	
3	1	126	134	81.880234	The
3	2	164	134	96.153503	Waste
3	3	220	134	96.067253	Land
3	4	306	135	96.717972	1587
4	0	126	156	-1.0	
4	1	126	156	93.961311	The
4	2	165	156	96.304649	Hollow
4	3	230	156	96.903412	Men
4	4	312	157	95.451965	1599
5	0	126	178	-1.0	
5	1	126	178	93.482376	Journey
5	2	196	178	93.482376	of
5	3	217	178	96.03154	the
5	4	250	178	60.265343	Magi
5	5	335	179	56.299004	1602
6	0	128	200	-1.0	
6	1	128	200	96.589561	Four
6	2	171	200	94.297737	Quartets
6	3	288	202	96.075623	1603
7	0	147	222	-1.0	
7	1	147	222	96.92012	Burnt
7	2	200	222	96.818459	Norton
7	3	303	224	92.878548	1603
8	0	109	260	-1.0	
8	1	109	260	89.980896	EUGENE
8	2	196	260	82.678574	O'NEILL
8	3	280	261	67.70826	(1888-1953)
8	4	705	261	95.637901	1607
9	0	128	282	-1.0	
9	1	128	282	96.230743	Long
9	2	175	282	29.965332	Day's
9	3	221	282	94.836555	Journey
9	4	291	284	96.478851	into
9	5	330	282	96.854424	Night
9	6	420	284	96.05439	1610
10	0	108	320	-1.0	
10	1	108	320	91.530144	CLAUDE
10	2	194	320	91.530144	McKAY
10	3	262	321	75.479568	(1889-1948)
10	4	705	321	81.087631	1686
11	0	126	342	-1.0	
11	1	126	342	92.616287	The
11	2	165	342	96.670532	Harlem
11	3	232	342	96.477043	Dancer
11	4	337	343	94.779846	1687
12	0	128	364	-1.0	
12	1	128	364	96.379227	Harlem
12	2	195	364	69.737556	Shadows
12	3	312	365	95.9702	1687
13	0	126	386	-1.0	
13	1	126	386	76.208778	The
13	2	165	386	96.38028	Lynching
13	3	285	388	94.872726	1688
14	0	128	408	-1.0	
14	1	128	408	85.255127	If
14	2	146	408	95.052162	We
14	3	178	408	96.904037	Must
14	4	226	408	94.387909	Die
14	5	299	410	83.795067	1688
15	0	127	430	-1.0	
15	1	127	430	76.60392	Africa
15	2	222	432	92.618233	1688
16	0	127	449	-1.0	
16	1	127	449	95.655479	America
16	2	240	454	96.671921	1689
17	0	127	474	-1.0	
17	1	127	474	19.067078	Outcast
17	2	237	476	95.255501	1689
18	0	128	492	-1.0	
18	1	128	492	95.543762	Moscow
18	2	241	497	96.649399	1690
19	0	109	544	-1.0	
19	1	109	544	95.063156	KATHERINE
19	2	224	544	95.063156	ANNE
19	3	286	544	96.285866	PORTER
19	4	368	545	82.763794	(1890-1980)
19	5	705	545	90.558441	1690
20	0	128	566	-1.0	
20	1	128	566	96.122231	Flowering
20	2	212	566	96.573944	Judas
20	3	304	568	96.568535	1691
21	0	108	614	-1.0	
21	1	108	614	95.77803	ZORA
21	2	166	614	95.313316	NEALE
21	3	235	614	95.313316	HURSTON
21	4	337	615	59.301487	(1891-1960)
21	5	705	615	96.616524	1700
22	0	126	636	-1.0	
22	1	126	636	75.751198	‘The
22	2	165	636	95.590294	Eatonville
22	3	250	636	81.298096	Anthology
22	4	379	637	39.069984	1701
23	0	128	658	-1.0	
23	1	128	658	95.942223	How
23	2	172	658	95.942223	It
23	3	190	658	96.009285	Feels
23	4	237	662	96.437546	to
23	5	258	658	96.708809	Be
23	6	284	658	96.523262	Colored
23	7	356	658	95.181145	Me
23	8	427	659	95.443138	1710
24	0	126	680	-1.0	
24	1	126	680	86.167191	The
24	2	164	680	93.276741	Gilded
24	3	225	680	92.843544	Six-Bits
24	4	332	681	90.348541	1713
25	0	110	728	-1.0	
25	1	110	728	95.897339	NELLA
25	2	178	728	96.081589	LARSEN
25	3	260	730	52.633408	(1891-1964)
25	4	705	729	93.836121	1721
26	0	127	750	-1.0	
26	1	127	750	82.436386	Quicksand
26	2	260	751	55.562382	1722
27	0	109	798	-1.0	
27	1	109	798	92.441246	EDNA
27	2	169	798	90.085564	ST.
27	3	200	798	93.23674	VINCENT
27	4	294	798	93.013046	MILLAY
27	5	370	799	77.449951	(1892-1950)
27	6	705	799	96.202805	1803
28	0	128	816	-1.0	
28	1	128	816	84.912727	Recuerdo
28	2	251	821	96.288673	1804
29	0	128	842	-1.0	
29	1	128	842	64.990166	1
29	2	138	842	64.990166	Think
29	3	196	842	74.266411	|
29	4	205	842	96.62429	Should
29	5	269	842	96.925621	Have
29	6	317	842	96.243805	Loved
29	7	369	842	96.243805	You
29	8	405	842	95.772194	Presently
29	9	525	843	95.572853	1805
30	0	128	864	-1.0	
30	1	128	864	37.81044	{I,
30	2	152	864	86.90847	being
30	3	201	864	72.609642	borna
30	4	258	864	76.372192	woman]
30	5	369	865	14.121056	1805
31	0	127	886	-1.0	
31	1	127	886	60.688927	Apostrophe
31	2	226	890	95.030006	to
31	3	248	886	95.030006	Man
31	4	331	887	93.180901	1805
32	0	128	908	-1.0	
32	1	128	908	37.535629	1
32	2	138	908	37.535629	Too
32	3	175	908	96.343925	beneath
32	4	244	908	96.834732	Your
32	5	287	908	55.20039	Moon,
32	6	344	908	93.995415	Almighty
32	7	423	908	77.536636	Sex
32	8	496	910	66.635773	1806
33	0	126	930	-1.0	
33	1	126	930	85.532486	The
33	2	165	930	96.320885	Snow
33	3	215	930	95.89785	Storm
33	4	310	932	95.826889	1806
34	0	128	952	-1.0	
34	1	128	952	53.061211	1
34	2	140	952	53.061211	Forgot
34	3	198	952	90.135323	fora
34	4	240	952	74.293808	Moment
34	5	355	953	41.594433	1807
35	0	109	1000	-1.0	
35	1	109	1000	68.921051	E,
35	2	132	1000	75.693581	E.
35	3	154	1000	95.966385	CUMMINGS
35	4	274	1001	92.695747	(1894-1962)
35	5	705	1001	96.42968	1807
36	0	126	1022	-1.0	
36	1	126	1022	92.123688	Thy
36	2	164	1022	96.082024	fingers
36	3	224	1022	96.197594	make
36	4	272	1022	89.621033	early
36	5	317	1022	87.656738	flowers
36	6	379	1022	87.656738	of
36	7	441	1023	68.368324	1808
37	0	128	1044	-1.0	
37	1	128	1046	92.600777	in
37	2	147	1044	89.007248	Just-
37	3	232	1046	94.273918	1809
38	0	127	1066	-1.0	
38	1	127	1066	89.303833	O
38	2	148	1070	93.158676	sweet
38	3	199	1070	91.661758	spontancous
38	4	346	1068	95.82798	1809
39	0	128	1088	-1.0	
39	1	128	1088	91.240234	Buffalo
39	2	194	1088	74.387177	Bill's
39	3	280	1089	94.671219	1810
40	0	128	1110	-1.0	
40	1	128	1110	96.568932	the
40	2	159	1110	96.743118	Cambridge
40	3	254	1110	91.902313	ladies
40	4	305	1110	95.64798	who
40	5	345	1110	96.481499	live
40	6	378	1112	96.922165	in
40	7	399	1110	96.126328	furnished
40	8	483	1110	77.307724	souls.
40	9	569	1111	30.96196	Isll
41	0	128	1132	-1.0	
41	1	128	1133	95.586723	“next
41	2	175	1136	95.740555	to
41	3	195	1132	95.740555	of
41	4	217	1138	95.710571	course
41	5	275	1132	95.710571	god
41	6	310	1134	94.738739	america
41	7	380	1134	90.71743	i
41	8	430	1133	0.0	ISIl
42	0	128	1154	-1.0	
42	1	128	1156	83.765564	ising
42	2	176	1154	96.790154	of
42	3	197	1154	93.287437	Olaf
42	4	238	1154	61.194717	gladand
42	5	312	1154	61.194717	big
42	6	382	1155	51.790108	1811
43	0	128	1176	-1.0	
43	1	128	1176	96.428223	somewhere
43	2	225	1178	82.070381	i
43	3	235	1176	87.329071	have
43	4	278	1182	91.833862	never
43	5	327	1176	47.449043	travelled.gladly
43	6	455	1176	62.709167	beyond
43	7	559	1177	57.723179	1813
44	0	127	1198	-1.0	
44	1	127	1204	88.877121	anyone
44	2	191	1198	96.863716	lived
44	3	234	1200	94.98362	in
44	4	255	1204	91.191139	a
44	5	269	1202	96.424232	pretty
44	6	322	1198	94.964874	how
44	7	361	1202	94.964874	town
44	8	447	1199	67.988525	1813
