line_num	word_num	left	top	text	conf
0	0	0	0		-1.0
0	0	179	94		-1.0
0	0	179	94		-1.0
1	0	180	94		-1.0
1	1	180	96	xii	70.447098
1	2	234	94	/	70.447098
1	3	266	96	Contents	0.0
2	0	210	168		-1.0
2	1	210	168	Footnote	89.176529
2	2	326	174	to	95.122833
2	3	359	168	Howl	96.140739
2	4	488	170	2583	96.564407
3	0	209	201		-1.0
3	1	209	202	A	95.825851
3	2	236	201	Supermarket	95.825851
3	3	401	204	in	96.342972
3	4	432	201	California	96.703888
3	5	620	203	2584	95.339127
4	0	209	234		-1.0
4	1	209	234	Sunflower	96.428841
4	2	343	234	Sutra	96.345184
4	3	473	236	2585	96.57933
5	0	208	267		-1.0
5	1	208	267	To	96.43309
5	2	245	268	Aunt	96.482239
5	3	315	267	Rose	96.489174
5	4	437	269	2587	96.26152
6	0	209	300		-1.0
6	1	209	300	On	95.739037
6	2	257	300	Burroughs’	94.820221
6	3	396	300	Work	96.188736
6	4	525	302	2588	94.017822
7	0	210	333		-1.0
7	1	210	333	Ego	95.233116
7	2	264	333	Confession	95.82238
7	3	465	335	2589	96.097565
8	0	182	399		-1.0
8	1	182	399	FRANK	96.318298
8	2	285	399	O'HARA	96.178543
8	3	401	400	(1926-1966)	72.130127
8	4	1072	401	2590	94.967369
9	0	208	432		-1.0
9	1	208	432	To	94.615891
9	2	247	432	the	89.771774
9	3	296	432	Harbormaster	89.771774
9	4	528	434	2591	95.976532
10	0	209	465		-1.0
10	1	209	465	Why	94.566895
10	2	275	465	|	54.79306
10	3	290	466	Am	54.79306
10	4	341	465	Not	95.931244
10	5	395	474	a	96.584305
10	6	417	466	Painter	96.864754
10	7	567	467	2592	96.510002
11	0	209	497		-1.0
11	1	209	499	A	95.871162
11	2	236	498	Step	95.871162
11	3	296	499	Away	96.598999
11	4	368	497	from	96.369499
11	5	433	498	Them	95.640388
11	6	570	500	2593	95.965591
12	0	208	531		-1.0
12	1	208	531	The	95.856476
12	2	266	531	Day	96.437881
12	3	323	531	Lady	95.794182
12	4	389	531	Died	96.464104
12	5	511	533	2594	96.542778
13	0	209	564		-1.0
13	1	209	565	A	95.177231
13	2	234	564	True	95.177231
13	3	297	565	Account	96.828979
13	4	407	564	of	96.828979
13	5	439	564	Talking	96.620361
13	6	538	570	to	96.519066
13	7	569	564	the	95.953812
13	8	617	564	Sun	96.219398
13	9	674	570	at	96.219398
13	10	705	564	Fire	96.967178
13	11	763	564	Island	96.633667
13	12	900	566	2595	96.299088
14	0	180	629		-1.0
14	1	180	630	GALWAY	93.272667
14	2	305	630	KINNELL	90.466537
14	3	441	629	(b.	89.639389
14	4	487	631	1927)	95.20533
14	5	1072	632	2597	96.70993
15	0	208	663		-1.0
15	1	208	663	The	96.568253
15	2	266	663	Porcupine	96.568253
15	3	453	665	2598	96.908028
16	0	210	695		-1.0
16	1	210	695	Blackberry	96.452652
16	2	350	696	Eating	96.704369
16	3	492	698	2600	96.759071
17	0	209	728		-1.0
17	1	209	729	After	95.968765
17	2	279	728	Making	95.968765
17	3	381	729	Love	96.751076
17	4	446	730	We	95.911469
17	5	494	729	Hear	96.647484
17	6	563	729	Footsteps	86.318039
17	7	741	731	2601	96.0364
18	0	209	762		-1.0
18	1	209	762	Cemetery	94.581139
18	2	333	762	Angels	94.581139
18	3	480	764	2601	95.622437
19	0	210	795		-1.0
19	1	210	795	Neverland	96.739578
19	2	399	797	2602	96.266563
20	0	179	861		-1.0
20	1	179	861	JOHN	91.909004
20	2	264	861	ASHBERY	90.721085
20	3	404	861	(b.	91.054268
20	4	449	862	1927)	95.443474
20	5	1071	863	2603	95.882957
21	0	211	890		-1.0
21	1	211	890	Illustration	0.0
21	2	410	896	2605	96.727432
22	0	209	927		-1.0
22	1	209	927	Soonest	90.150658
22	2	315	927	Mended	90.150658
22	3	480	929	2606	96.880585
23	0	209	960		-1.0
23	1	209	960	Self-Portrait	95.037025
23	2	368	962	in	93.533173
23	3	398	969	a	93.533173
23	4	420	960	Convex	96.747055
23	5	519	960	Mirror	96.418045
23	6	664	962	2608	96.180382
24	0	210	993		-1.0
24	1	210	993	Myrtle	93.223572
24	2	355	995	2619	96.319687
25	0	180	1062		-1.0
25	1	180	1062	W.	76.559326
25	2	221	1062	S.	76.559326
25	3	255	1062	MERWIN	88.122108
25	4	387	1062	(b.	88.405602
25	5	431	1063	1927)	94.213333
25	6	1072	1064	2620	96.725578
26	0	208	1095		-1.0
26	1	208	1095	The	96.195953
26	2	266	1095	Drunk	96.305878
26	3	353	1097	in	96.305878
26	4	384	1095	the	96.704468
26	5	432	1095	Furnace	95.809219
26	6	597	1097	2621	95.860367
27	0	210	1127		-1.0
27	1	210	1128	For	96.626877
27	2	258	1128	the	96.786903
27	3	303	1129	Anniversary	96.520599
27	4	455	1127	of	96.951981
27	5	489	1128	My	96.696266
27	6	536	1128	Death	96.696266
27	7	674	1130	2622	96.423721
28	0	210	1161		-1.0
28	1	210	1161	For	96.432663
28	2	257	1170	a	95.691223
28	3	279	1161	Coming	95.691223
28	4	386	1161	Extinction	96.845238
28	5	575	1163	2622	96.873093
29	0	210	1195		-1.0
29	1	210	1195	Losing	95.901138
29	2	299	1203	a	95.948929
29	3	321	1195	Language	96.06649
29	4	504	1196	2623	96.455727
30	0	210	1226		-1.0
30	1	210	1228	Lament	96.742004
30	2	312	1227	for	95.959747
30	3	354	1227	the	95.959747
30	4	402	1226	Makers	96.477646
30	5	556	1229	2624	96.744408
31	0	209	1260		-1.0
31	1	209	1260	Ceremony	95.86042
31	2	344	1260	after	93.938522
31	3	407	1268	an	93.938522
31	4	443	1262	Amputation	95.048416
31	5	653	1262	2630	96.639702
32	0	179	1326		-1.0
32	1	179	1326	JAMES	96.065033
32	2	280	1326	WRIGHT	96.151512
32	3	410	1327	(1927-1980)	60.780899
